epoch,train_loss,train_acc,val_loss,val_acc,val_true_class_margin,lr,drop_path,epoch_time_sec
285,2.116498,1.000000,0.319810,0.996403,4.710532,0.00000758,0.0000,8.93
286,2.115786,1.000000,0.320449,0.996403,4.709280,0.00000673,0.0000,8.93
287,2.117304,1.000000,0.318857,0.996403,4.719644,0.00000595,0.0000,8.95
288,2.121107,1.000000,0.318621,0.995204,4.718086,0.00000521,0.0000,9.03
289,2.120580,1.000000,0.317820,0.996403,4.733481,0.00000454,0.0000,8.98
290,2.117702,1.000000,0.314062,0.996403,4.734878,0.00000393,0.0000,8.97
291,2.120590,1.000000,0.312865,0.996403,4.741320,0.00000337,0.0000,8.96
292,2.117325,1.000000,0.318169,0.996403,4.723586,0.00000287,0.0000,8.89
293,2.114359,1.000000,0.314117,0.996403,4.738329,0.00000244,0.0000,8.93
294,2.116732,1.000000,0.317473,0.996403,4.729191,0.00000205,0.0000,8.89
295,2.118750,1.000000,0.317850,0.996403,4.726487,0.00000173,0.0000,8.92
296,2.118122,1.000000,0.314597,0.996403,4.741464,0.00000147,0.0000,8.93
297,2.116514,1.000000,0.313962,0.996403,4.742817,0.00000126,0.0000,8.98
298,2.117754,1.000000,0.317246,0.996403,4.729310,0.00000112,0.0000,8.92
299,2.118590,1.000000,0.318278,0.995204,4.722676,0.00000103,0.0000,8.94
300,2.119296,1.000000,0.317060,0.995204,4.734205,0.00000100,0.0000,8.94
