epoch,train_loss,train_ce,train_kd,train_relation,train_embedding,train_logit_kd,train_acc,val_loss,val_acc,lr,time_s
1,0.06434,0.184492,0.027442,0.013721,0.0,0.0,1.0,0.314063,0.9832,2e-08,20.7
2,0.064142,0.183082,0.027525,0.013763,0.0,0.0,1.0,0.312237,0.9832,4e-08,20.2
3,0.063812,0.181014,0.027609,0.013804,0.0,0.0,1.0,0.309265,0.9832,6e-08,20.5
4,0.064008,0.181811,0.027646,0.013823,0.0,0.0,1.0,0.305175,0.9832,8e-08,20.2
5,0.062596,0.175093,0.027577,0.013789,0.0,0.0,1.0,0.300141,0.9832,1e-07,19.8
6,0.061897,0.171631,0.027571,0.013786,0.0,0.0,1.0,0.29468,0.9832,1e-07,20.0
7,0.060493,0.16449,0.027595,0.013798,0.0,0.0,1.0,0.289511,0.9856,1e-07,19.9
8,0.059991,0.162225,0.027546,0.013773,0.0,0.0,1.0,0.284567,0.9856,1e-07,19.9
9,0.059104,0.15753,0.027598,0.013799,0.0,0.0,1.0,0.279836,0.9856,1e-07,19.9
10,0.05941,0.159192,0.027572,0.013786,0.0,0.0,1.0,0.275214,0.9856,1e-07,19.9
11,0.057847,0.15142,0.027563,0.013781,0.0,0.0,1.0,0.270783,0.9856,1e-07,20.0
12,0.057161,0.147423,0.027677,0.013838,0.0,0.0,1.0,0.266435,0.9856,1e-07,19.9
13,0.056685,0.144707,0.027743,0.013872,0.0,0.0,1.0,0.262439,0.9856,1e-07,19.9
14,0.056349,0.143875,0.027574,0.013787,0.0,0.0,1.0,0.258578,0.9856,1e-07,20.1
15,0.055727,0.140649,0.027597,0.013798,0.0,0.0,1.0,0.254614,0.9856,1e-07,20.0
16,0.054954,0.13572,0.02781,0.013905,0.0,0.0,1.0,0.250989,0.9856,1e-07,20.0
17,0.053967,0.131283,0.02771,0.013855,0.0,0.0,1.0,0.247491,0.9856,1e-07,20.0
18,0.0539,0.130721,0.027756,0.013878,0.0,0.0,1.0,0.244046,0.9856,1e-07,19.9
19,0.053309,0.1279,0.027729,0.013864,0.0,0.0,1.0,0.240819,0.9856,1e-07,19.9
20,0.052812,0.12497,0.027818,0.013909,0.0,0.0,1.0,0.237635,0.9856,9e-08,19.9
21,0.052748,0.124119,0.027924,0.013962,0.0,0.0,1.0,0.234603,0.9856,9e-08,19.8
22,0.052479,0.123151,0.027849,0.013925,0.0,0.0,1.0,0.23162,0.9856,9e-08,19.9
23,0.051517,0.118268,0.027863,0.013932,0.0,0.0,1.0,0.22874,0.9856,9e-08,19.8
24,0.051042,0.116939,0.027654,0.013827,0.0,0.0,1.0,0.225861,0.9856,9e-08,20.5
25,0.051357,0.117095,0.027938,0.013969,0.0,0.0,1.0,0.223083,0.9856,9e-08,19.6
26,0.050775,0.114322,0.02791,0.013955,0.0,0.0,1.0,0.220549,0.9856,9e-08,20.0
27,0.050339,0.112263,0.027887,0.013943,0.0,0.0,1.0,0.218135,0.9856,9e-08,19.9
28,0.049946,0.11044,0.027858,0.013929,0.0,0.0,1.0,0.215621,0.9856,9e-08,20.1
29,0.049159,0.10718,0.027723,0.013861,0.0,0.0,1.0,0.213284,0.9856,9e-08,19.9
30,0.049239,0.106616,0.027916,0.013958,0.0,0.0,1.0,0.210986,0.9856,9e-08,20.1
31,0.049031,0.105483,0.027934,0.013967,0.0,0.0,1.0,0.208788,0.9856,8e-08,20.0
32,0.048636,0.104072,0.027822,0.013911,0.0,0.0,1.0,0.20663,0.9856,8e-08,19.8
33,0.048674,0.103576,0.027959,0.013979,0.0,0.0,1.0,0.204548,0.9856,8e-08,19.9
34,0.047768,0.099617,0.027845,0.013923,0.0,0.0,0.9998,0.20262,0.9844,8e-08,19.9
35,0.047672,0.098775,0.027917,0.013958,0.0,0.0,1.0,0.200921,0.9856,8e-08,19.9
36,0.047378,0.097259,0.027926,0.013963,0.0,0.0,1.0,0.199243,0.9844,8e-08,19.9
37,0.046956,0.094674,0.028021,0.014011,0.0,0.0,1.0,0.197409,0.9844,8e-08,20.1
38,0.046808,0.093296,0.028148,0.014074,0.0,0.0,1.0,0.195669,0.9844,8e-08,19.8
39,0.046821,0.094173,0.027986,0.013993,0.0,0.0,0.9998,0.194002,0.9844,7e-08,19.9
40,0.046043,0.090585,0.027926,0.013963,0.0,0.0,1.0,0.192473,0.9844,7e-08,19.8
41,0.046327,0.091588,0.028009,0.014005,0.0,0.0,0.9998,0.190861,0.9844,7e-08,19.9
42,0.045914,0.088662,0.028182,0.014091,0.0,0.0,0.9998,0.189309,0.9844,7e-08,20.0
43,0.045963,0.088779,0.028207,0.014104,0.0,0.0,1.0,0.187894,0.9844,7e-08,19.8
44,0.04575,0.088305,0.028089,0.014044,0.0,0.0,1.0,0.186403,0.9844,7e-08,19.8
45,0.045646,0.087182,0.02821,0.014105,0.0,0.0,1.0,0.185139,0.9844,7e-08,20.0
46,0.045401,0.087685,0.027864,0.013932,0.0,0.0,0.9998,0.183786,0.9844,6e-08,19.8
47,0.045464,0.086618,0.028141,0.01407,0.0,0.0,1.0,0.182524,0.9844,6e-08,19.9
48,0.044846,0.083498,0.028146,0.014073,0.0,0.0,1.0,0.181308,0.9844,6e-08,19.9
49,0.044579,0.083,0.027979,0.013989,0.0,0.0,1.0,0.180112,0.9844,6e-08,19.9
50,0.045035,0.083857,0.028263,0.014132,0.0,0.0,1.0,0.178966,0.9844,6e-08,20.1
51,0.044193,0.0805,0.028093,0.014046,0.0,0.0,1.0,0.177856,0.9844,6e-08,20.1
52,0.044082,0.079893,0.028103,0.014052,0.0,0.0,1.0,0.176858,0.9844,6e-08,19.8
53,0.044343,0.080513,0.02824,0.01412,0.0,0.0,1.0,0.175919,0.9844,5e-08,19.9
54,0.044445,0.08058,0.028329,0.014165,0.0,0.0,1.0,0.174978,0.9844,5e-08,19.8
55,0.043872,0.07822,0.028228,0.014114,0.0,0.0,1.0,0.17407,0.9844,5e-08,19.9
56,0.043384,0.076013,0.028181,0.014091,0.0,0.0,1.0,0.173178,0.9844,5e-08,19.6
