epoch,train_loss,train_acc,val_loss,val_acc,val_true_class_margin,lr,drop_path,epoch_time_sec
1,13.390448,0.000595,10.058673,0.001199,-7.499957,0.00010900,0.0000,12.07
2,13.344101,0.000298,7.315393,0.002398,-3.066028,0.00020800,0.0000,11.85
3,14.452055,0.000595,7.018027,0.004796,-3.089764,0.00030700,0.0000,11.44
4,16.050045,0.000744,6.642259,0.011990,-3.106390,0.00040600,0.0000,11.39
5,17.368976,0.000595,7.043326,0.013189,-3.951662,0.00050500,0.0000,11.69
6,18.517761,0.001786,5.874940,0.017986,-3.257661,0.00060400,0.0000,11.39
7,19.669518,0.003125,5.900071,0.026379,-3.519836,0.00070300,0.0000,11.83
8,20.747327,0.004613,6.217280,0.027578,-4.441406,0.00080200,0.0000,11.35
9,21.769523,0.005208,5.407896,0.055156,-3.382907,0.00090100,0.0000,11.33
10,22.859327,0.009524,5.279765,0.074341,-3.539297,0.00100000,0.0000,11.50
11,23.862628,0.017560,5.074363,0.106715,-3.361081,0.00099997,0.0000,11.35
12,24.703447,0.034970,6.699076,0.057554,-5.492162,0.00099988,0.0000,11.31
13,25.666491,0.053274,5.153254,0.091127,-3.785465,0.00099974,0.0000,11.26
14,26.577309,0.094196,3.530853,0.219424,-2.059009,0.00099953,0.0000,11.29
15,27.499326,0.147024,3.317261,0.288969,-1.800424,0.00099927,0.0000,11.30
16,28.563431,0.195387,2.674288,0.383693,-0.930017,0.00099895,0.0000,11.30
17,29.506891,0.256994,3.881971,0.231415,-2.553969,0.00099856,0.0000,11.28
18,30.475695,0.326190,2.770765,0.413669,-0.914981,0.00099813,0.0000,11.32
19,31.406262,0.394345,3.509248,0.357314,-1.849493,0.00099763,0.0000,11.33
20,32.330912,0.459673,2.242886,0.507194,0.089113,0.00099707,0.0000,11.31
21,31.677719,0.522173,2.374943,0.522782,0.056538,0.00099646,0.0000,11.34
22,31.141269,0.563988,2.316162,0.579137,0.973987,0.00099579,0.0000,11.34
23,30.284387,0.634821,1.676698,0.643885,2.301088,0.00099505,0.0000,11.37
24,29.211601,0.707440,1.403388,0.707434,3.360948,0.00099427,0.0000,11.33
25,28.308837,0.753423,1.487020,0.718225,3.870513,0.00099342,0.0000,11.33
26,27.186946,0.799405,0.916412,0.817746,6.438969,0.00099252,0.0000,11.31
27,25.759258,0.845387,0.915867,0.828537,6.169754,0.00099155,0.0000,11.27
28,24.583135,0.877827,1.523070,0.750600,4.630339,0.00099053,0.0000,11.32
29,23.003005,0.915327,0.678377,0.892086,8.791366,0.00098946,0.0000,11.27
30,21.716381,0.928869,0.721158,0.854916,8.993034,0.00098832,0.0000,11.27
31,20.401921,0.946726,0.518053,0.914868,11.683253,0.00098713,0.0000,11.30
32,19.100371,0.958036,1.255444,0.812950,6.724306,0.00098588,0.0000,11.27
33,17.869380,0.967411,0.387982,0.930456,12.844278,0.00098458,0.0000,11.31
34,16.973387,0.974107,0.530476,0.923261,11.603170,0.00098321,0.0000,11.25
35,15.877276,0.977530,0.219090,0.960432,16.041168,0.00098179,0.0000,11.28
36,14.825132,0.982887,0.181378,0.966427,15.665647,0.00098032,0.0000,11.29
37,14.034519,0.984524,0.183199,0.965228,17.364722,0.00097879,0.0000,11.31
38,13.146526,0.988690,0.254879,0.962830,15.916320,0.00097720,0.0000,11.29
39,12.419909,0.990030,0.234737,0.962830,15.998518,0.00097555,0.0000,11.34
40,12.047067,0.991964,0.166094,0.970024,18.100845,0.00097385,0.0000,11.31
41,11.321695,0.993750,0.104794,0.980815,19.833290,0.00097210,0.0000,11.32
42,10.734013,0.994196,0.166751,0.968825,18.517117,0.00097029,0.0000,11.26
43,10.385417,0.994792,0.093121,0.984412,20.283042,0.00096842,0.0000,11.24
44,9.803344,0.996280,0.069512,0.985612,22.206901,0.00096650,0.0000,11.27
45,9.396053,0.996875,0.194214,0.973621,18.723621,0.00096452,0.0000,11.30
46,9.007359,0.997024,0.108853,0.977218,19.510750,0.00096249,0.0000,11.26
47,8.546833,0.996726,0.086853,0.988010,22.337112,0.00096041,0.0000,11.33
48,8.351572,0.997321,0.064522,0.988010,23.033544,0.00095827,0.0000,11.29
49,7.987003,0.998214,0.085237,0.984412,21.223263,0.00095608,0.0000,11.30
50,7.591425,0.999256,0.045739,0.992806,24.629461,0.00095383,0.0000,11.33
51,7.361591,0.998661,0.040848,0.992806,24.246120,0.00095154,0.0000,11.33
52,7.140785,0.998958,0.041929,0.992806,25.258226,0.00094918,0.0000,11.34
53,6.734547,0.998512,0.053440,0.991607,24.480622,0.00094678,0.0000,11.33
54,6.499945,0.998958,0.039119,0.992806,26.106871,0.00094432,0.0000,11.28
55,6.146005,0.999107,0.055545,0.989209,22.954802,0.00094181,0.0000,11.32
