epoch,train_loss,train_ce,train_kd,train_center,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,train_tdl,train_contrast,train_topkd,train_tckd,train_nckd,hard_ratio,avg_true_rank,train_acc,val_loss,val_acc,lr,time_s,val_true_class_margin
96,6.796296,2.352553,4.443742,8.773002,0.043457,0.572413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985,0.484337,0.9868,0.00079846,32.3,3.744034
97,6.709061,2.351471,4.35759,8.601259,0.043699,0.569605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991,0.617631,0.9832,0.0007941,32.3,3.519404
98,6.667494,2.346939,4.320555,8.527456,0.043575,0.568268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991,0.595792,0.9784,0.0007897,32.1,3.344953
99,6.61897,2.345589,4.273381,8.433305,0.043735,0.567286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988,0.48868,0.988,0.00078528,32.3,3.740754
100,6.577681,2.347097,4.230584,8.348049,0.043355,0.565598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984,0.516229,0.9844,0.00078081,32.3,3.549407
101,6.46444,2.335346,4.129095,8.145598,0.043451,0.562957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981,0.485414,0.9832,0.00077632,32.2,3.649965
102,6.456571,2.339668,4.116903,8.121413,0.043382,0.561968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996,0.540271,0.9844,0.00077179,32.3,3.5432
103,6.380388,2.331937,4.048451,7.984832,0.042478,0.560352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988,0.496969,0.9868,0.00076723,32.4,3.710068
104,6.321885,2.333883,3.988002,7.864279,0.042115,0.558624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984,0.581814,0.9868,0.00076264,32.3,3.640217
105,6.206419,2.32935,3.877068,7.643034,0.042074,0.555515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993,0.493179,0.988,0.00075802,31.9,3.843439
