epoch,train_loss,train_acc,val_loss,val_acc,val_true_class_margin,consistency_loss,view_agreement,lr,drop_path,epoch_time_sec
226,2.888885,0.999851,0.019605,0.995204,33.055046,0.014337,0.999851,0.00015309,0.0000,24.22
227,2.845573,0.999851,0.022314,0.995204,33.181786,0.014500,0.999851,0.00014922,0.0000,24.26
228,2.797640,0.999851,0.017990,0.996403,33.246242,0.014138,1.000000,0.00014539,0.0000,24.32
229,2.798096,0.999851,0.017995,0.996403,33.280296,0.013530,1.000000,0.00014161,0.0000,24.44
230,2.754854,1.000000,0.012655,0.996403,33.181053,0.012793,1.000000,0.00013787,0.0000,24.26
231,2.729784,1.000000,0.011750,0.996403,33.259750,0.013328,0.999851,0.00013417,0.0000,24.25
232,2.736891,1.000000,0.013059,0.997602,33.308773,0.012889,1.000000,0.00013051,0.0000,24.26
233,2.754301,1.000000,0.018410,0.996403,33.354378,0.013332,1.000000,0.00012690,0.0000,24.29
234,2.744688,1.000000,0.020796,0.996403,33.353916,0.012939,1.000000,0.00012333,0.0000,24.21
235,2.696692,1.000000,0.015612,0.996403,33.344474,0.012869,1.000000,0.00011980,0.0000,24.32
236,2.657715,1.000000,0.009431,0.998801,33.397921,0.012809,1.000000,0.00011632,0.0000,24.27
237,2.662823,1.000000,0.013561,0.996403,33.521416,0.012627,1.000000,0.00011288,0.0000,24.27
238,2.640005,1.000000,0.015641,0.996403,33.328424,0.012421,1.000000,0.00010949,0.0000,24.25
239,2.656376,1.000000,0.016677,0.996403,33.378124,0.012378,1.000000,0.00010615,0.0000,24.38
240,2.639719,1.000000,0.018958,0.996403,33.451858,0.013396,0.999851,0.00010285,0.0000,24.34
241,2.659109,1.000000,0.013981,0.996403,33.540565,0.012689,0.999851,0.00009960,0.0000,24.30
242,2.609712,1.000000,0.013037,0.996403,33.580261,0.012698,1.000000,0.00009640,0.0000,24.29
243,2.608681,1.000000,0.015679,0.996403,33.450281,0.012068,1.000000,0.00009324,0.0000,24.24
244,2.572508,1.000000,0.015018,0.996403,33.637346,0.012502,1.000000,0.00009013,0.0000,24.18
245,2.551941,1.000000,0.016173,0.997602,33.531621,0.012078,1.000000,0.00008707,0.0000,24.31
246,2.596549,1.000000,0.019630,0.996403,33.577261,0.011427,0.999851,0.00008406,0.0000,24.30
247,2.578096,1.000000,0.016629,0.997602,33.606751,0.012462,1.000000,0.00008109,0.0000,24.22
248,2.524921,1.000000,0.015448,0.996403,33.560929,0.011434,1.000000,0.00007818,0.0000,24.27
249,2.548546,1.000000,0.010972,0.998801,33.677986,0.012595,0.999851,0.00007531,0.0000,24.20
250,2.532091,1.000000,0.012819,0.998801,33.671127,0.011803,0.999851,0.00007250,0.0000,24.28
251,2.413274,1.000000,0.013424,0.998801,33.672333,0.010579,1.000000,0.00006974,0.0000,24.17
252,2.496589,1.000000,0.013624,0.997602,33.658212,0.011557,1.000000,0.00006702,0.0000,24.24
253,2.443714,1.000000,0.014775,0.996403,33.622594,0.010536,1.000000,0.00006436,0.0000,24.27
254,2.451549,1.000000,0.016487,0.997602,33.646923,0.011151,1.000000,0.00006175,0.0000,24.18
255,2.460231,1.000000,0.016242,0.997602,33.719890,0.010636,1.000000,0.00005919,0.0000,24.34
256,2.419245,1.000000,0.019805,0.996403,33.691018,0.010859,1.000000,0.00005668,0.0000,24.15
257,2.421484,1.000000,0.016685,0.997602,33.679928,0.010368,1.000000,0.00005422,0.0000,24.30
258,2.389934,1.000000,0.019141,0.997602,33.774946,0.011055,1.000000,0.00005182,0.0000,24.20
