epoch,train_loss,train_ce,train_kd,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,hard_ratio,avg_true_rank,train_acc,val_loss,val_acc,lr,time_s
1,0.78354,0.183818,1.683123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.262641,0.9856,2.019e-05,34.7
2,0.747772,0.271182,1.462658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.339151,0.9868,4.019e-05,33.4
3,0.728554,0.312417,1.352759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994,0.337196,0.9868,6.019e-05,31.1
4,0.724179,0.331615,1.313025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995,0.380848,0.9844,8.019e-05,30.9
5,0.714963,0.336052,1.28333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.346628,0.9868,0.0001,34.4
6,0.710077,0.344656,1.258208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992,0.348585,0.988,9.999e-05,34.6
7,0.701302,0.340501,1.242504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994,0.378261,0.9868,9.996e-05,32.0
8,0.698539,0.346225,1.22701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.361477,0.988,9.991e-05,29.3
9,0.694192,0.344972,1.218022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.349016,0.9916,9.984e-05,34.5
10,0.689575,0.344658,1.20695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992,0.365148,0.9916,9.975e-05,35.7
11,0.689128,0.346635,1.202867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.35625,0.988,9.963e-05,33.8
12,0.68519,0.344215,1.196654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.356214,0.9892,9.95e-05,27.8
13,0.682358,0.343261,1.191004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.343118,0.9892,9.935e-05,34.0
14,0.681438,0.347989,1.181611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.346298,0.988,9.918e-05,36.7
15,0.677788,0.34128,1.182548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.35855,0.9892,9.899e-05,38.8
16,0.674142,0.341544,1.173039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.370126,0.9844,9.877e-05,40.5
17,0.67364,0.344199,1.167801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.347476,0.9892,9.854e-05,36.5
18,0.672147,0.341032,1.168819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.364209,0.9904,9.829e-05,37.3
