epoch,train_loss,train_ce,train_kd,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,hard_ratio,avg_true_rank,train_acc,val_loss,val_acc,lr,time_s
1,0.593057,0.156952,1.029162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.255775,0.9844,2.019e-05,36.8
2,0.570319,0.198115,0.942524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.306767,0.9856,4.019e-05,34.7
3,0.551484,0.248127,0.854841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.340359,0.9844,6.019e-05,35.0
4,0.536017,0.266742,0.805293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.354204,0.9856,8.019e-05,34.8
5,0.527646,0.277063,0.778229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.348005,0.9868,0.0001,34.8
6,0.520601,0.279435,0.761768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.355998,0.9856,9.999e-05,31.5
7,0.515198,0.279148,0.751247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338789,0.988,9.996e-05,31.1
8,0.507969,0.275368,0.740571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.344425,0.9832,9.991e-05,31.0
9,0.504826,0.274416,0.735236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.351366,0.9832,9.984e-05,31.2
10,0.502345,0.275813,0.728876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.347377,0.982,9.975e-05,36.5
11,0.497608,0.270453,0.724763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.348786,0.9856,9.963e-05,31.4
12,0.495583,0.272324,0.718843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.347227,0.9856,9.95e-05,31.2
13,0.49096,0.265197,0.716724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.331856,0.9832,9.935e-05,30.9
14,0.491688,0.26943,0.713946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.33264,0.9856,9.918e-05,31.6
15,0.488442,0.267291,0.709593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.336732,0.9832,9.899e-05,31.7
16,0.484179,0.261622,0.706736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.325226,0.9844,9.877e-05,30.8
17,0.483038,0.262856,0.703219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.337431,0.9856,9.854e-05,31.2
