global_epoch,stage,epoch,w_loss,a_loss,train_acc,val_loss,val_acc,lr,num_ops,epoch_time
1,1,1,6.851469,0.000000,0.0006,6.664671,0.0036,0.024905,12,131.6
2,1,2,6.625091,0.000000,0.0033,6.566506,0.0024,0.024623,12,130.2
3,1,3,6.337611,0.000000,0.0063,6.421715,0.0144,0.024157,12,130.3
4,1,4,5.943908,0.000000,0.0180,6.502545,0.0108,0.023516,12,130.1
5,1,5,5.544925,0.000000,0.0409,5.573529,0.0396,0.022708,12,130.4
6,1,6,5.208262,0.000000,0.0661,5.437109,0.0624,0.021748,12,130.3
7,1,7,4.858917,0.000000,0.1118,5.116669,0.1019,0.020649,12,130.7
8,1,8,4.516542,0.000000,0.1647,4.715361,0.1727,0.019430,12,130.3
9,1,9,4.171791,0.000000,0.2221,4.904925,0.1583,0.018109,12,130.5
10,1,10,3.794454,0.000000,0.3170,4.662128,0.1930,0.016708,12,130.6
11,1,11,3.457507,4.175321,0.4078,3.660183,0.4209,0.015249,12,254.9
12,1,12,3.156627,3.864559,0.5000,3.712592,0.4185,0.013753,12,254.5
13,1,13,2.906505,3.666770,0.5781,3.268233,0.5360,0.012247,12,254.3
14,1,14,2.701802,3.507748,0.6572,3.089273,0.5839,0.010751,12,254.7
15,1,15,2.509446,3.325174,0.7347,3.019360,0.6055,0.009292,12,254.8
16,1,16,2.359872,3.188531,0.7800,2.876072,0.6619,0.007891,12,254.8
17,1,17,2.230271,3.069788,0.8374,2.793141,0.6823,0.006570,12,254.3
18,1,18,2.135286,2.977300,0.8651,2.601659,0.7362,0.005351,12,254.6
19,1,19,2.032454,2.892562,0.8996,2.565875,0.7386,0.004252,12,255.0
20,1,20,1.961324,2.833204,0.9288,2.450329,0.7590,0.003292,12,254.8
21,1,21,1.925998,2.768135,0.9342,2.448315,0.7674,0.002484,12,254.9
22,1,22,1.882633,2.759256,0.9492,2.395760,0.7818,0.001843,12,253.8
23,1,23,1.860331,2.724790,0.9492,2.369606,0.7878,0.001377,12,254.6
24,1,24,1.835059,2.683215,0.9603,2.363932,0.7926,0.001095,12,253.9
25,1,25,1.822567,2.667363,0.9603,2.347312,0.8010,0.001000,12,254.6
26,2,1,6.814723,0.000000,0.0003,6.735932,0.0012,0.024905,7,101.8
27,2,2,6.734903,0.000000,0.0009,6.740335,0.0012,0.024623,7,102.2
28,2,3,6.718465,0.000000,0.0009,6.751241,0.0012,0.024157,7,102.7
29,2,4,6.708473,0.000000,0.0012,6.748508,0.0012,0.023516,7,102.2
30,2,5,6.703951,0.000000,0.0027,6.722033,0.0024,0.022708,7,102.7
31,2,6,6.650710,0.000000,0.0027,6.658894,0.0036,0.021748,7,102.8
32,2,7,6.497633,0.000000,0.0027,6.433618,0.0096,0.020649,7,102.7
33,2,8,6.285217,0.000000,0.0066,6.231624,0.0120,0.019430,7,102.7
34,2,9,6.057556,0.000000,0.0123,6.058473,0.0192,0.018109,7,102.6
35,2,10,5.861509,0.000000,0.0138,5.791795,0.0300,0.016708,7,102.4
36,2,11,5.679654,6.042217,0.0273,5.764157,0.0360,0.015249,7,200.1
37,2,12,5.490652,5.889085,0.0358,5.495196,0.0600,0.013753,7,200.6
38,2,13,5.287514,5.753917,0.0577,5.444458,0.0456,0.012247,7,201.1
39,2,14,5.086218,5.600977,0.0757,5.358527,0.0540,0.010751,7,201.5
40,2,15,4.891492,5.430715,0.0980,5.045458,0.1079,0.009292,7,201.8
41,2,16,4.670726,5.267934,0.1223,4.874630,0.1463,0.007891,7,201.1
42,2,17,4.497632,5.127820,0.1653,4.792289,0.1535,0.006570,7,201.3
43,2,18,4.285923,4.997102,0.1968,4.643363,0.1751,0.005351,7,201.3
44,2,19,4.112976,4.866346,0.2395,4.368290,0.2566,0.004252,7,201.3
45,2,20,3.952642,4.731859,0.3110,4.241486,0.2914,0.003292,7,201.0
46,2,21,3.821831,4.642565,0.3459,4.161677,0.3429,0.002484,7,201.4
47,2,22,3.667129,4.547492,0.4023,4.060109,0.3681,0.001843,7,201.9
48,2,23,3.576345,4.491462,0.4321,3.963786,0.3873,0.001377,7,201.6
49,2,24,3.502836,4.438278,0.4570,3.982703,0.3873,0.001095,7,201.6
50,2,25,3.471351,4.386004,0.4754,3.907683,0.4005,0.001000,7,201.0
51,3,1,6.766161,0.000000,0.0000,6.729831,0.0012,0.024905,4,61.1
52,3,2,6.722361,0.000000,0.0012,6.724137,0.0000,0.024623,4,61.8
53,3,3,6.691528,0.000000,0.0012,6.719073,0.0024,0.024157,4,61.8
54,3,4,6.650160,0.000000,0.0030,6.679769,0.0024,0.023516,4,61.8
55,3,5,6.569538,0.000000,0.0045,6.629764,0.0012,0.022708,4,61.9
56,3,6,6.451918,0.000000,0.0039,6.517276,0.0060,0.021748,4,61.6
57,3,7,6.319158,0.000000,0.0087,6.329835,0.0132,0.020649,4,61.4
58,3,8,6.143411,0.000000,0.0111,6.141554,0.0156,0.019430,4,61.2
59,3,9,5.939321,0.000000,0.0180,6.313621,0.0204,0.018109,4,61.8
60,3,10,5.720445,0.000000,0.0246,6.977358,0.0060,0.016708,4,62.2
