global_epoch,stage,epoch,w_loss,a_loss,train_acc,val_loss,val_acc,lr,num_ops,epoch_time
61,3,11,5.478487,5.916904,0.0388,5.479682,0.0647,0.015249,4,120.9
62,3,12,5.250388,5.721497,0.0589,5.323736,0.0743,0.013753,4,120.5
63,3,13,5.046138,5.563872,0.0856,5.382682,0.0755,0.012247,4,120.4
64,3,14,4.858125,5.416899,0.0989,5.129217,0.1031,0.010751,4,120.3
65,3,15,4.663343,5.292431,0.1343,5.431650,0.0791,0.009292,4,119.9
66,3,16,4.494909,5.157523,0.1719,4.745381,0.1715,0.007891,4,120.4
67,3,17,4.372940,5.082897,0.2025,4.665866,0.1882,0.006570,4,120.6
68,3,18,4.255120,4.972818,0.2209,4.476957,0.2482,0.005351,4,120.9
69,3,19,4.124990,4.876526,0.2638,4.420268,0.2626,0.004252,4,119.4
70,3,20,4.006557,4.805200,0.2945,4.459396,0.2410,0.003292,4,119.7
71,3,21,3.914843,4.752346,0.3329,4.282381,0.2986,0.002484,4,119.7
72,3,22,3.831138,4.701983,0.3636,4.295913,0.2926,0.001843,4,119.4
73,3,23,3.769695,4.654688,0.3933,4.181544,0.3153,0.001377,4,120.4
74,3,24,3.700665,4.623788,0.4177,4.157112,0.3369,0.001095,4,119.1
75,3,25,3.693197,4.590718,0.4156,4.074700,0.3453,0.001000,4,120.1
