epoch,train_loss,train_acc,val_loss,val_acc,val_true_class_margin,lr,drop_path,epoch_time_sec
1,20.775847,0.001190,17.765906,0.000000,-17.279340,0.00010900,0.0000,13.40
2,18.811487,0.000595,10.163987,0.001199,-7.654349,0.00020800,0.0000,13.13
3,17.817261,0.000446,7.909129,0.000000,-4.460627,0.00030700,0.0000,13.02
4,18.551167,0.001042,7.049004,0.000000,-2.903850,0.00040600,0.0000,13.08
5,19.926047,0.000595,6.943440,0.004796,-2.673317,0.00050500,0.0000,13.51
6,21.200226,0.000298,7.034934,0.001199,-3.083547,0.00060400,0.0000,12.93
7,22.357539,0.000595,6.817435,0.007194,-2.838948,0.00070300,0.0000,13.05
8,23.346956,0.000595,6.656241,0.011990,-2.781420,0.00080200,0.0000,9.88
9,24.135911,0.000893,6.744621,0.009592,-3.145221,0.00090100,0.0000,9.95
10,24.803562,0.001339,7.490878,0.004796,-4.611971,0.00100000,0.0000,9.86
11,25.605307,0.002381,5.877778,0.029976,-2.158475,0.00099997,0.0000,9.83
12,26.371784,0.002530,5.950102,0.015588,-2.513471,0.00099988,0.0000,9.84
13,27.289048,0.005952,6.899262,0.014388,-4.268825,0.00099974,0.0000,9.78
14,28.353213,0.007292,5.088196,0.056355,-1.965295,0.00099953,0.0000,9.79
15,29.455043,0.014137,4.663109,0.085132,-1.670380,0.00099927,0.0000,9.85
16,30.658686,0.015923,5.007477,0.071942,-2.370974,0.00099895,0.0000,9.81
17,31.838210,0.028571,4.440859,0.100719,-2.089104,0.00099856,0.0000,9.81
18,33.041333,0.036905,4.257462,0.137890,-1.488501,0.00099813,0.0000,9.86
19,34.266981,0.053720,3.847076,0.209832,-1.144373,0.00099763,0.0000,9.74
20,35.447334,0.072173,5.526419,0.077938,-3.956564,0.00099707,0.0000,9.87
21,35.253134,0.089732,4.202871,0.121103,-1.861095,0.00099646,0.0000,9.78
22,35.066023,0.104911,3.165311,0.279376,-1.012288,0.00099579,0.0000,9.78
23,34.816608,0.139286,6.951286,0.053957,-5.097221,0.00099505,0.0000,9.81
