global_epoch,stage,epoch,w_loss,a_loss,train_acc,val_loss,val_acc,lr,num_ops,epoch_time
1,1,1,6.703714,0.000000,0.0027,6.657946,0.0012,0.024976,6,53.0
2,1,2,6.384294,0.000000,0.0075,6.742467,0.0096,0.024905,6,51.4
3,1,3,6.029197,0.000000,0.0177,6.053533,0.0228,0.024787,6,50.7
4,1,4,5.694914,0.000000,0.0343,5.951901,0.0288,0.024623,6,52.3
5,1,5,5.448358,0.000000,0.0466,5.602082,0.0444,0.024413,6,51.6
6,1,6,5.195335,0.000000,0.0739,5.538129,0.0635,0.024157,6,51.7
7,1,7,4.908885,0.000000,0.1064,5.156858,0.0911,0.023858,6,51.8
8,1,8,4.650308,0.000000,0.1481,5.581607,0.0815,0.023516,6,52.2
9,1,9,4.319534,0.000000,0.2100,5.196836,0.1247,0.023132,6,51.8
10,1,10,4.039469,0.000000,0.2713,4.665802,0.2014,0.022708,6,52.0
11,1,11,3.722009,4.378774,0.3543,4.266074,0.2722,0.022246,6,99.3
12,1,12,3.462959,4.157875,0.4186,3.933610,0.3669,0.021748,6,98.9
13,1,13,3.218134,3.965332,0.5033,3.819796,0.3801,0.021215,6,93.6
14,1,14,2.996760,3.730413,0.5541,3.511349,0.4640,0.020649,6,93.2
15,1,15,2.804843,3.536636,0.6376,3.513914,0.4712,0.020053,6,93.6
16,1,16,2.592281,3.373965,0.6956,3.210543,0.5552,0.019430,6,96.9
17,1,17,2.457601,3.242818,0.7353,3.073786,0.5911,0.018781,6,98.9
18,1,18,2.335273,3.133082,0.7855,2.929411,0.6511,0.018109,6,99.3
19,1,19,2.229587,2.982217,0.8218,2.807957,0.6595,0.017417,6,98.7
20,1,20,2.151385,2.891184,0.8486,2.645524,0.7158,0.016708,6,98.7
21,1,21,2.066445,2.811232,0.8708,2.624670,0.7242,0.015984,6,100.0
22,1,22,2.008030,2.758193,0.8972,2.603138,0.7074,0.015249,6,99.9
23,1,23,1.940462,2.713733,0.9138,2.416528,0.7770,0.014504,6,99.6
24,1,24,1.897444,2.638465,0.9273,2.349968,0.7854,0.013753,6,99.7
25,1,25,1.853429,2.607198,0.9405,2.425220,0.7710,0.013000,6,97.3
26,1,26,1.800476,2.547524,0.9537,2.312556,0.8046,0.012247,6,98.9
