global_epoch,stage,epoch,w_loss,a_loss,train_acc,val_loss,val_acc,lr,num_ops,epoch_time
27,1,27,1.758084,2.503670,0.9651,2.350011,0.7818,0.011496,6,95.3
28,1,28,1.728187,2.459071,0.9712,2.326697,0.7902,0.010751,6,95.7
29,1,29,1.712393,2.431954,0.9700,2.171342,0.8309,0.010016,6,97.1
30,1,30,1.686729,2.405646,0.9754,2.169532,0.8345,0.009292,6,96.9
31,1,31,1.654840,2.372946,0.9799,2.097053,0.8525,0.008583,6,98.7
32,1,32,1.631712,2.352708,0.9838,2.086777,0.8537,0.007891,6,99.9
33,1,33,1.610341,2.324280,0.9871,2.067299,0.8585,0.007219,6,101.0
34,1,34,1.590398,2.293030,0.9919,2.033952,0.8705,0.006570,6,101.4
35,1,35,1.571307,2.277255,0.9928,2.004319,0.8717,0.005947,6,101.2
36,1,36,1.559082,2.254205,0.9952,1.992030,0.8705,0.005351,6,101.8
37,1,37,1.540614,2.252839,0.9970,1.992888,0.8729,0.004785,6,101.3
38,1,38,1.535306,2.234256,0.9937,1.994217,0.8789,0.004252,6,100.8
39,1,39,1.526892,2.229969,0.9961,1.962347,0.8849,0.003754,6,99.7
40,1,40,1.511120,2.227524,0.9955,1.957829,0.8801,0.003292,6,99.8
41,1,41,1.507008,2.204449,0.9979,1.946339,0.8909,0.002868,6,98.9
42,1,42,1.498529,2.183657,0.9985,1.944506,0.8897,0.002484,6,100.0
43,1,43,1.496940,2.179203,0.9976,1.930005,0.8849,0.002142,6,93.4
44,1,44,1.485962,2.167573,0.9973,1.937188,0.8897,0.001843,6,100.4
45,1,45,1.481990,2.155127,0.9985,1.919218,0.9005,0.001587,6,99.9
46,1,46,1.479772,2.153378,0.9982,1.909780,0.9041,0.001377,6,100.3
47,1,47,1.470658,2.164339,0.9988,1.908284,0.9005,0.001213,6,100.6
48,1,48,1.472753,2.151381,0.9991,1.909281,0.9017,0.001095,6,98.6
49,1,49,1.470311,2.148236,0.9988,1.915465,0.8945,0.001024,6,101.2
50,1,50,1.469083,2.157749,0.9979,1.915331,0.8945,0.001000,6,100.6
51,2,1,6.684424,0.000000,0.0024,6.714693,0.0024,0.024976,4,70.7
52,2,2,6.260586,0.000000,0.0126,6.181524,0.0180,0.024905,4,70.8
53,2,3,5.687903,0.000000,0.0352,6.470667,0.0180,0.024787,4,69.9
54,2,4,5.178235,0.000000,0.0763,5.703277,0.0540,0.024623,4,68.9
55,2,5,4.704663,0.000000,0.1334,5.411952,0.0947,0.024413,4,70.9
56,2,6,4.227196,0.000000,0.2269,5.476399,0.1031,0.024157,4,69.6
57,2,7,3.759383,0.000000,0.3146,4.580733,0.2362,0.023858,4,70.5
58,2,8,3.306051,0.000000,0.4429,3.778912,0.3897,0.023516,4,68.9
59,2,9,2.928820,0.000000,0.5586,3.761762,0.4173,0.023132,4,69.8
60,2,10,2.604463,0.000000,0.6644,3.249841,0.5468,0.022708,4,66.8
61,2,11,2.403038,3.128681,0.7356,3.424569,0.4868,0.022246,4,132.1
62,2,12,2.196253,2.954545,0.7930,2.878993,0.6175,0.021748,4,137.7
63,2,13,2.032564,2.799675,0.8573,2.664077,0.6978,0.021215,4,137.2
64,2,14,1.903623,2.660595,0.8996,2.548559,0.7230,0.020649,4,130.8
65,2,15,1.816041,2.564122,0.9273,2.382104,0.7782,0.020053,4,132.2
66,2,16,1.748898,2.462073,0.9447,2.232345,0.8129,0.019430,4,135.5
67,2,17,1.679311,2.388118,0.9552,2.168927,0.8285,0.018781,4,133.3
68,2,18,1.623134,2.329176,0.9736,2.117404,0.8381,0.018109,4,136.2
69,2,19,1.585411,2.288972,0.9787,2.089960,0.8477,0.017417,4,137.2
70,2,20,1.551818,2.236860,0.9820,1.983740,0.8813,0.016708,4,136.8
71,2,21,1.503951,2.193099,0.9922,1.963709,0.8717,0.015984,4,137.2
72,2,22,1.487174,2.157350,0.9919,1.943367,0.8789,0.015249,4,130.9
73,2,23,1.460574,2.144820,0.9946,1.902668,0.8825,0.014504,4,135.0
74,2,24,1.436876,2.091412,0.9967,1.853443,0.9017,0.013753,4,137.8
75,2,25,1.420815,2.081712,0.9976,1.871530,0.8825,0.013000,4,133.0
76,2,26,1.411077,2.072267,0.9976,1.826574,0.9053,0.012247,4,128.3
77,2,27,1.393851,2.034319,0.9991,1.844659,0.9005,0.011496,4,126.9
78,2,28,1.380489,2.031765,0.9982,1.822221,0.8993,0.010751,4,132.5
79,2,29,1.374550,2.003149,0.9988,1.781275,0.9089,0.010016,4,137.3
80,2,30,1.362532,1.989436,0.9982,1.794081,0.9029,0.009292,4,137.9
81,2,31,1.349373,1.982332,0.9991,1.782573,0.9077,0.008583,4,137.3
82,2,32,1.342598,1.963930,0.9994,1.766432,0.9161,0.007891,4,136.5
83,2,33,1.335961,1.960575,0.9997,1.760688,0.9029,0.007219,4,135.9
84,2,34,1.326316,1.958516,1.0000,1.750642,0.9053,0.006570,4,133.4
85,2,35,1.322338,1.945236,1.0000,1.736180,0.9149,0.005947,4,137.4
86,2,36,1.319708,1.939589,1.0000,1.735083,0.9161,0.005351,4,136.3
87,2,37,1.318026,1.950065,0.9994,1.725165,0.9173,0.004785,4,135.3
88,2,38,1.309674,1.934257,1.0000,1.720298,0.9125,0.004252,4,137.0
89,2,39,1.305362,1.934130,1.0000,1.709685,0.9257,0.003754,4,136.9
90,2,40,1.302249,1.920356,0.9994,1.703554,0.9209,0.003292,4,138.6
91,2,41,1.301446,1.918398,1.0000,1.703983,0.9221,0.002868,4,138.2
92,2,42,1.295579,1.921491,1.0000,1.700784,0.9197,0.002484,4,137.4
93,2,43,1.292199,1.920793,1.0000,1.699257,0.9233,0.002142,4,136.3
94,2,44,1.295106,1.921353,1.0000,1.697424,0.9233,0.001843,4,137.6
95,2,45,1.291801,1.904159,1.0000,1.692238,0.9197,0.001587,4,138.9
96,2,46,1.289668,1.916328,0.9997,1.697484,0.9197,0.001377,4,136.5
97,2,47,1.288929,1.918243,1.0000,1.696468,0.9197,0.001213,4,135.0
98,2,48,1.284089,1.925675,1.0000,1.699785,0.9185,0.001095,4,139.1
99,2,49,1.288662,1.912106,1.0000,1.697317,0.9197,0.001024,4,138.1
100,2,50,1.285332,1.913907,1.0000,1.692900,0.9245,0.001000,4,134.8
101,3,1,6.741209,0.000000,0.0003,7.462797,0.0024,0.024976,3,84.9
102,3,2,6.549937,0.000000,0.0075,6.326855,0.0168,0.024905,3,83.3
103,3,3,6.147912,0.000000,0.0132,6.000893,0.0276,0.024787,3,84.9
104,3,4,5.763977,0.000000,0.0325,5.894656,0.0408,0.024623,3,84.6
105,3,5,5.375142,0.000000,0.0523,5.850803,0.0456,0.024413,3,81.8
106,3,6,4.956557,0.000000,0.1013,5.898196,0.0635,0.024157,3,84.0
107,3,7,4.465533,0.000000,0.1917,5.028011,0.1235,0.023858,3,80.7
108,3,8,3.973858,0.000000,0.2701,5.215018,0.1559,0.023516,3,82.8
109,3,9,3.494813,0.000000,0.3909,4.807838,0.2206,0.023132,3,85.9
110,3,10,3.103595,0.000000,0.5075,3.955233,0.3429,0.022708,3,84.5
111,3,11,2.727404,3.376802,0.6205,3.541572,0.4592,0.022246,3,166.1
112,3,12,2.460899,3.164853,0.7067,2.769942,0.6655,0.021748,3,165.5
113,3,13,2.212905,2.927947,0.8008,3.123381,0.5935,0.021215,3,168.2
114,3,14,2.054192,2.753571,0.8459,2.551306,0.7338,0.020649,3,163.8
115,3,15,1.900839,2.603328,0.9062,2.429187,0.7578,0.020053,3,159.3
116,3,16,1.850069,2.521097,0.9126,2.331595,0.7866,0.019430,3,161.6
117,3,17,1.749716,2.406693,0.9471,2.343054,0.7710,0.018781,3,162.2
118,3,18,1.673025,2.345349,0.9663,2.101195,0.8441,0.018109,3,163.6
119,3,19,1.623296,2.283816,0.9757,2.101094,0.8465,0.017417,3,157.7
120,3,20,1.585264,2.248895,0.9826,2.125503,0.8333,0.016708,3,160.2
121,3,21,1.553881,2.204435,0.9853,1.991037,0.8717,0.015984,3,160.1
122,3,22,1.518453,2.158708,0.9889,1.943559,0.8849,0.015249,3,162.9
123,3,23,1.495809,2.143778,0.9961,1.909123,0.8849,0.014504,3,164.8
124,3,24,1.478517,2.096573,0.9949,1.884610,0.8885,0.013753,3,161.4
125,3,25,1.444599,2.076730,0.9958,1.859902,0.9017,0.013000,3,167.4
126,3,26,1.428897,2.043893,0.9982,1.838680,0.9053,0.012247,3,167.2
127,3,27,1.412048,2.040552,0.9985,1.816394,0.9089,0.011496,3,165.7
128,3,28,1.396719,2.012407,0.9994,1.789832,0.9089,0.010751,3,161.4
129,3,29,1.389231,1.997421,0.9988,1.791356,0.9077,0.010016,3,160.7
130,3,30,1.372583,1.989319,0.9991,1.769217,0.9077,0.009292,3,161.8
131,3,31,1.366080,1.964429,0.9994,1.773174,0.9113,0.008583,3,159.7
132,3,32,1.351277,1.962196,1.0000,1.761562,0.9149,0.007891,3,159.5
133,3,33,1.350764,1.950179,0.9997,1.760533,0.9101,0.007219,3,160.2
134,3,34,1.341434,1.946335,0.9997,1.743282,0.9137,0.006570,3,153.5
135,3,35,1.338706,1.931409,1.0000,1.736923,0.9209,0.005947,3,157.0
136,3,36,1.332141,1.928595,1.0000,1.727570,0.9149,0.005351,3,157.1
137,3,37,1.320082,1.921957,1.0000,1.706726,0.9221,0.004785,3,161.5
138,3,38,1.316424,1.912341,1.0000,1.708356,0.9173,0.004252,3,168.5
139,3,39,1.314672,1.919710,1.0000,1.706186,0.9197,0.003754,3,165.8
140,3,40,1.311229,1.901681,1.0000,1.704606,0.9185,0.003292,3,159.6
141,3,41,1.308515,1.900144,1.0000,1.703395,0.9185,0.002868,3,165.1
142,3,42,1.305980,1.898801,1.0000,1.697707,0.9209,0.002484,3,164.7
143,3,43,1.298599,1.893338,1.0000,1.701348,0.9209,0.002142,3,161.7
144,3,44,1.298498,1.887268,1.0000,1.694301,0.9281,0.001843,3,159.6
145,3,45,1.294710,1.884712,1.0000,1.687539,0.9197,0.001587,3,159.1
146,3,46,1.293554,1.896811,1.0000,1.693156,0.9269,0.001377,3,163.3
147,3,47,1.290887,1.885697,1.0000,1.690646,0.9233,0.001213,3,156.6
148,3,48,1.290780,1.883076,1.0000,1.692697,0.9173,0.001095,3,153.7
149,3,49,1.288891,1.885652,1.0000,1.681857,0.9269,0.001024,3,156.5
150,3,50,1.288599,1.883705,1.0000,1.685101,0.9233,0.001000,3,155.1
