global_epoch,stage,epoch,w_loss,a_loss,train_acc,val_loss,val_acc,lr,num_ops,epoch_time
1,1,1,6.848663,0.000000,0.0000,6.658544,0.0072,0.024905,12,128.4
2,1,2,6.583653,0.000000,0.0054,6.491714,0.0120,0.024623,12,129.0
3,1,3,6.284048,0.000000,0.0099,6.250546,0.0180,0.024157,12,153.2
4,1,4,5.937119,0.000000,0.0195,6.775769,0.0108,0.023516,12,182.7
5,1,5,5.543770,0.000000,0.0385,5.602860,0.0360,0.022708,12,178.5
6,1,6,5.215405,0.000000,0.0643,5.554721,0.0600,0.021748,12,182.1
7,1,7,4.864361,0.000000,0.1094,5.044135,0.1067,0.020649,12,210.2
8,1,8,4.500460,0.000000,0.1647,5.036808,0.1103,0.019430,12,206.7
9,1,9,4.158151,0.000000,0.2266,4.340733,0.2410,0.018109,12,232.8
10,1,10,3.791860,0.000000,0.3131,4.348686,0.2530,0.016708,12,230.7
11,1,11,3.493705,4.219517,0.3936,4.201794,0.2830,0.015249,12,438.9
12,1,12,3.229077,3.935958,0.4709,3.564321,0.4556,0.013753,12,417.8
13,1,13,2.985254,3.756387,0.5508,3.306635,0.5348,0.012247,12,352.7
14,1,14,2.786788,3.590823,0.6247,3.162417,0.5767,0.010751,12,281.7
15,1,15,2.617851,3.415300,0.6977,3.112796,0.5707,0.009292,12,307.2
16,1,16,2.463253,3.284896,0.7548,2.882896,0.6571,0.007891,12,364.3
17,1,17,2.340704,3.154640,0.7996,2.910463,0.6499,0.006570,12,488.7
18,1,18,2.245183,3.087890,0.8353,2.714931,0.7074,0.005351,12,524.0
19,1,19,2.152846,3.002784,0.8699,2.648785,0.7194,0.004252,12,507.5
20,1,20,2.085885,2.934941,0.8948,2.527996,0.7590,0.003292,12,514.7
21,1,21,2.041488,2.893659,0.9087,2.518618,0.7662,0.002484,12,513.4
22,1,22,1.992390,2.866861,0.9207,2.472044,0.7734,0.001843,12,509.9
23,1,23,1.971585,2.840306,0.9264,2.462448,0.7854,0.001377,12,493.5
24,1,24,1.953374,2.808188,0.9324,2.453069,0.7806,0.001095,12,505.8
25,1,25,1.945933,2.787782,0.9342,2.446997,0.7758,0.001000,12,489.9
26,2,1,6.812567,0.000000,0.0000,6.736175,0.0012,0.024905,7,234.2
27,2,2,6.735266,0.000000,0.0012,6.739097,0.0012,0.024623,7,236.3
28,2,3,6.717408,0.000000,0.0006,6.746757,0.0012,0.024157,7,241.9
29,2,4,6.705709,0.000000,0.0018,6.738022,0.0000,0.023516,7,247.5
30,2,5,6.668698,0.000000,0.0018,6.695925,0.0036,0.022708,7,244.2
31,2,6,6.583358,0.000000,0.0039,6.545072,0.0096,0.021748,7,189.9
32,2,7,6.416666,0.000000,0.0066,6.447112,0.0096,0.020649,7,194.9
33,2,8,6.190027,0.000000,0.0087,6.227923,0.0096,0.019430,7,194.6
34,2,9,5.953846,0.000000,0.0150,5.828491,0.0276,0.018109,7,199.7
35,2,10,5.721854,0.000000,0.0228,5.760417,0.0276,0.016708,7,193.8
36,2,11,5.514660,5.911417,0.0379,5.472209,0.0588,0.015249,7,362.1
37,2,12,5.297410,5.746394,0.0490,5.330976,0.0683,0.013753,7,335.0
38,2,13,5.067371,5.577684,0.0799,5.264187,0.0683,0.012247,7,331.4
39,2,14,4.858179,5.394488,0.1109,5.128816,0.0791,0.010751,7,328.5
40,2,15,4.662092,5.217243,0.1310,4.925073,0.1295,0.009292,7,335.9
41,2,16,4.428065,5.068622,0.1743,4.649530,0.1954,0.007891,7,292.5
42,2,17,4.263045,4.917056,0.2121,4.563451,0.2086,0.006570,7,251.3
43,2,18,4.059294,4.794339,0.2620,4.335788,0.2722,0.005351,7,251.5
44,2,19,3.890031,4.671223,0.3026,4.163544,0.2914,0.004252,7,250.8
45,2,20,3.733383,4.561275,0.3720,4.046768,0.3465,0.003292,7,253.8
46,2,21,3.605871,4.452725,0.4078,3.932576,0.3861,0.002484,7,251.4
47,2,22,3.473613,4.370295,0.4603,3.853861,0.4149,0.001843,7,254.3
48,2,23,3.380584,4.312380,0.4934,3.777207,0.4197,0.001377,7,234.1
49,2,24,3.317406,4.272768,0.5300,3.760147,0.4329,0.001095,7,218.4
50,2,25,3.278853,4.206420,0.5285,3.725447,0.4508,0.001000,7,218.4
51,3,1,6.804554,0.000000,0.0006,6.730666,0.0012,0.024905,4,92.2
52,3,2,6.732495,0.000000,0.0012,6.736027,0.0012,0.024623,4,91.8
53,3,3,6.722152,0.000000,0.0003,6.734869,0.0012,0.024157,4,91.1
54,3,4,6.708726,0.000000,0.0012,6.734674,0.0024,0.023516,4,91.1
55,3,5,6.693527,0.000000,0.0021,6.714837,0.0012,0.022708,4,91.5
56,3,6,6.661366,0.000000,0.0018,6.711935,0.0024,0.021748,4,91.5
57,3,7,6.614256,0.000000,0.0030,6.715854,0.0036,0.020649,4,91.0
58,3,8,6.553671,0.000000,0.0039,6.625577,0.0036,0.019430,4,91.6
59,3,9,6.480079,0.000000,0.0039,6.863601,0.0024,0.018109,4,91.4
60,3,10,6.326186,0.000000,0.0090,6.330286,0.0108,0.016708,4,91.0
61,3,11,6.126678,6.409448,0.0096,6.094992,0.0144,0.015249,4,175.5
62,3,12,5.938445,6.233058,0.0132,5.940931,0.0168,0.013753,4,176.8
63,3,13,5.779497,6.104073,0.0195,5.768898,0.0252,0.012247,4,176.2
64,3,14,5.598729,5.975719,0.0328,5.667681,0.0336,0.010751,4,174.6
65,3,15,5.450167,5.839902,0.0391,5.530068,0.0528,0.009292,4,219.0
66,3,16,5.269561,5.722499,0.0550,5.433937,0.0540,0.007891,4,234.8
67,3,17,5.140721,5.637086,0.0673,5.466894,0.0480,0.006570,4,227.2
68,3,18,4.994428,5.532416,0.0868,5.146013,0.0911,0.005351,4,233.6
69,3,19,4.868915,5.437459,0.1040,5.133988,0.1103,0.004252,4,227.0
70,3,20,4.742345,5.350033,0.1211,4.960626,0.1271,0.003292,4,230.0
