epoch,train_loss,train_acc,val_loss,val_acc,val_true_class_margin,lr,drop_path,epoch_time_sec
27,4.056736,0.857722,3.184401,0.761391,1.039484,0.00099155,0.0000,9.04
28,3.983688,0.871695,3.632653,0.583933,0.198517,0.00099053,0.0000,9.01
29,3.900992,0.891076,3.182271,0.752998,0.973435,0.00098946,0.0000,9.00
30,3.846184,0.903095,2.895657,0.856115,1.599477,0.00098832,0.0000,9.00
31,3.781733,0.917969,2.800321,0.886091,1.870900,0.00098713,0.0000,9.21
32,3.722660,0.930739,2.879788,0.857314,1.590369,0.00098588,0.0000,9.07
33,3.667398,0.939754,2.786988,0.882494,1.940193,0.00098458,0.0000,9.02
34,3.629584,0.947266,2.675814,0.929257,2.150170,0.00098321,0.0000,9.03
35,3.578076,0.954627,2.639108,0.923261,2.230076,0.00098179,0.0000,9.01
36,3.544872,0.961388,2.941710,0.828537,1.389331,0.00098032,0.0000,8.96
37,3.511740,0.964694,2.589982,0.932854,2.422735,0.00097879,0.0000,9.00
38,3.477954,0.969651,2.639220,0.923261,2.208176,0.00097720,0.0000,8.99
39,3.455432,0.975060,2.661756,0.900480,2.083224,0.00097555,0.0000,8.95
40,3.426458,0.979868,2.607850,0.931655,2.290389,0.00097385,0.0000,9.01
41,3.405943,0.979117,2.500258,0.953237,2.613092,0.00097210,0.0000,8.98
42,3.378614,0.983023,2.622111,0.925659,2.177497,0.00097029,0.0000,9.03
43,3.362089,0.985577,2.475588,0.958034,2.710249,0.00096842,0.0000,8.93
44,3.343000,0.983624,2.817803,0.859712,1.714945,0.00096650,0.0000,9.06
45,3.313053,0.989183,2.615953,0.935252,2.138044,0.00096452,0.0000,8.94
46,3.298795,0.990084,2.396416,0.972422,2.940849,0.00096249,0.0000,8.92
47,3.298076,0.990385,2.463036,0.958034,2.684193,0.00096041,0.0000,9.00
48,3.272325,0.990685,2.501436,0.943645,2.593516,0.00095827,0.0000,8.98
49,3.257827,0.993239,2.756966,0.875300,1.863388,0.00095608,0.0000,8.97
50,3.247878,0.992338,2.445284,0.953237,2.756231,0.00095383,0.0000,8.90
51,3.243286,0.993690,2.380276,0.976019,2.993575,0.00095154,0.0000,8.95
52,3.224899,0.994591,2.731368,0.881295,1.864581,0.00094918,0.0000,8.98
53,3.215843,0.994141,2.468777,0.954436,2.643906,0.00094678,0.0000,8.95
54,3.195664,0.996244,2.731175,0.884892,1.827978,0.00094432,0.0000,8.96
55,3.198943,0.995343,2.459922,0.943645,2.693506,0.00094181,0.0000,8.99
56,3.186704,0.995643,2.877134,0.816547,1.497576,0.00093925,0.0000,8.98
57,3.175787,0.995042,2.448307,0.962830,2.676157,0.00093664,0.0000,8.95
58,3.174576,0.996094,2.320153,0.973621,3.273891,0.00093398,0.0000,8.92
59,3.159374,0.996544,2.340033,0.970024,3.101850,0.00093126,0.0000,8.97
60,3.157947,0.996094,2.362859,0.973621,3.007217,0.00092850,0.0000,8.99
61,3.148166,0.996995,2.497578,0.935252,2.473785,0.00092569,0.0000,8.97
62,3.136107,0.998197,2.343625,0.976019,3.170341,0.00092282,0.0000,8.95
63,3.136246,0.997145,2.334628,0.983213,3.189352,0.00091991,0.0000,9.00
64,3.127488,0.997746,2.375076,0.964029,2.969807,0.00091694,0.0000,9.02
65,3.121806,0.996695,2.326751,0.974820,3.175192,0.00091393,0.0000,8.95
66,3.113459,0.997596,2.287113,0.977218,3.472837,0.00091087,0.0000,8.93
67,3.114697,0.998197,2.243806,0.983213,3.630513,0.00090776,0.0000,9.00
68,3.106397,0.999549,2.730316,0.881295,1.793969,0.00090460,0.0000,9.04
69,3.104237,0.998648,2.582123,0.930456,2.246970,0.00090140,0.0000,8.91
70,3.091954,0.998798,2.399211,0.961631,2.786434,0.00089815,0.0000,8.97
71,3.088066,0.998798,2.281004,0.979616,3.438127,0.00089485,0.0000,8.97
72,3.086444,0.999249,2.224274,0.988010,3.678108,0.00089151,0.0000,8.92
73,3.082002,0.998347,2.253064,0.980815,3.552686,0.00088812,0.0000,8.96
74,3.078130,0.998798,2.355071,0.973621,3.018050,0.00088468,0.0000,8.97
