epoch,train_loss,train_ce,train_kd,train_center,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,train_tdl,train_contrast,train_topkd,train_tckd,train_nckd,hard_ratio,avg_true_rank,weighted_center,weighted_feature,weighted_relation,center_weight_effective,feature_weight_effective,relation_weight_effective,grad_norm_ce,grad_norm_center,grad_norm_feature,grad_norm_relation,adaptive_stage,icd_sdc_active,icd_positive_pairs,icd_bank_occupancy,icd_true_class_margin,loss_fcd,loss_arcface_raw,loss_arcface_weighted,loss_logit_kd_weighted,logit_kd_effective_weight,loss_ce_weighted,loss_ls_kd,loss_ls_kd_weighted,student_logit_std,teacher_logit_std,train_acc,val_loss,val_acc,lr,time_s,val_true_class_margin
56,9.605681,2.427308,0.797597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42730766,0.79759707,7.17837365,1.5541911,6.27057752,0.9885,0.518011,0.9784,0.00093925,26.7,3.514874
57,9.532494,2.421016,0.790164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42101556,0.79016426,7.1114783,1.54458224,6.26956983,0.9887,0.493763,0.9844,0.00093664,26.4,3.694704
58,9.450339,2.408035,0.782478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.40803504,0.78247817,7.04230355,1.53775505,6.26790859,0.9896,0.428984,0.9904,0.00093398,26.9,3.889997
59,9.384439,2.407179,0.775251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.40717899,0.77525114,6.97726028,1.5276616,6.26870874,0.9906,0.537835,0.9808,0.00093126,26.9,3.530458
60,9.3187,2.405229,0.768164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.40522854,0.76816355,6.91347199,1.51485379,6.26959166,0.9914,0.502149,0.9868,0.0009285,27.0,3.663936
61,9.245039,2.395626,0.761046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39562641,0.76104582,6.84941233,1.50846534,6.26854989,0.9914,0.602676,0.9832,0.00092569,27.3,3.498827
62,9.169489,2.391185,0.753145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39118476,0.75314492,6.77830425,1.49839926,6.27138981,0.9911,0.513868,0.9856,0.00092282,27.1,3.758738
63,9.048845,2.374516,0.741592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37451564,0.74159218,6.67432961,1.49039336,6.26933187,0.9929,0.453595,0.9916,0.00091991,26.9,3.927444
64,8.979848,2.370118,0.734414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37011793,0.7344145,6.60973044,1.48064251,6.26974558,0.9923,0.517284,0.9868,0.00091694,27.2,3.768337
65,8.923964,2.36835,0.728402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36835029,0.72840152,6.55561368,1.47166694,6.27009642,0.9957,0.498197,0.9868,0.00091393,27.3,3.701425
66,8.857896,2.356833,0.72234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35683272,0.72234033,6.50106302,1.4648887,6.2699414,0.9926,0.436112,0.9928,0.00091087,27.3,3.989005
67,8.751647,2.347782,0.711541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34778168,0.71154062,6.40386555,1.45648579,6.26975911,0.994,0.501551,0.9844,0.00090776,26.9,3.719128
68,8.767327,2.359085,0.712027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35908481,0.71202692,6.40824224,1.44776528,6.26971386,0.9954,0.461795,0.9916,0.0009046,27.1,3.966722
69,8.673405,2.34609,0.703035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34608985,0.70303501,6.32731507,1.44216399,6.27019616,0.9954,0.420252,0.9892,0.0009014,26.9,3.996118
70,8.593695,2.329765,0.695992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32976541,0.69599213,6.26392914,1.44346983,6.26929859,0.9967,0.516331,0.988,0.00089815,27.0,3.736966
71,8.591345,2.341305,0.694449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34130497,0.69444887,6.25003985,1.42747502,6.26739703,0.9955,0.46891,0.9928,0.00089485,27.0,3.999692
72,8.490519,2.329226,0.684588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32922622,0.68458809,6.16129281,1.4221288,6.27053786,0.9958,0.458676,0.9916,0.00089151,27.1,4.075461
73,8.472595,2.328591,0.682667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32859135,0.6826671,6.14400388,1.41424503,6.26922815,0.9951,0.412224,0.988,0.00088812,27.3,4.198789
74,8.395708,2.323216,0.674721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32321576,0.67472132,6.07249187,1.41181675,6.27086321,0.9957,0.514391,0.9904,0.00088468,27.1,3.858988
75,8.412027,2.329704,0.675814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32970368,0.67581366,6.08232299,1.40987941,6.2724769,0.996,0.369204,0.994,0.0008812,27.3,4.338368
76,8.310117,2.318896,0.665691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3188956,0.66569126,5.99122134,1.40249944,6.2706414,0.9952,0.419085,0.994,0.00087767,27.0,4.208028
77,8.280008,2.315963,0.662672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31596317,0.66267161,5.9640445,1.39573505,6.26957693,0.9972,0.404622,0.9928,0.0008741,27.1,4.179877
78,8.242697,2.313393,0.658812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31339299,0.65881161,5.92930445,1.39105234,6.27204134,0.9954,0.510638,0.9928,0.00087049,27.2,3.899178
79,8.120856,2.30085,0.646667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30084952,0.64666735,5.82000615,1.38639438,6.26968125,0.9964,0.447941,0.9952,0.00086683,27.3,4.137457
80,8.12564,2.301151,0.647165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30115124,0.64716544,5.82448898,1.38050893,6.27016018,0.9966,0.422682,0.9928,0.00086313,27.0,4.217397
81,8.090027,2.304823,0.6428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3048226,0.6428005,5.78520445,1.37378017,6.27034262,0.9975,0.52566,0.9892,0.00085939,26.9,3.818306
82,8.027104,2.299116,0.636443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29911607,0.63644313,5.72798818,1.3662802,6.26986229,0.9972,0.399839,0.9952,0.00085561,27.1,4.273181
83,8.017939,2.298897,0.635449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29889741,0.63544902,5.71904116,1.36848046,6.27017895,0.9973,0.410046,0.994,0.00085178,27.3,4.344254
84,7.988932,2.299395,0.632171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29939474,0.63217086,5.68953775,1.36186288,6.26827137,0.9973,0.427188,0.9928,0.00084791,27.2,4.256288
85,7.87092,2.284609,0.620701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28460896,0.62070119,5.58631071,1.35779865,6.27037851,0.9981,0.466709,0.9952,0.00084401,27.0,4.211644
86,7.86332,2.280939,0.620265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2809393,0.62026452,5.58238068,1.35181007,6.27031498,0.9985,0.392886,0.9952,0.00084006,27.2,4.321904
87,7.882684,2.291779,0.621212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29177872,0.62121169,5.59090516,1.34146787,6.27008373,0.9972,0.417462,0.9964,0.00083607,27.1,4.281666
88,7.79434,2.2852,0.612127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28519989,0.61212669,5.50914022,1.34147592,6.26991599,0.9976,0.380753,0.9964,0.00083204,27.1,4.457451
89,7.739771,2.279728,0.606671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2797279,0.60667146,5.46004314,1.33818602,6.27125749,0.9984,0.444341,0.9928,0.00082797,27.1,4.215245
90,7.707431,2.276844,0.603399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2768437,0.60339863,5.43058767,1.33152865,6.27113673,0.9982,0.424574,0.9952,0.00082387,27.5,4.314668
91,7.709194,2.284508,0.602743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28450845,0.60274281,5.42468526,1.32711222,6.2710962,0.9979,0.430975,0.9928,0.00081973,27.1,4.29277
92,7.66351,2.27654,0.598552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27654017,0.59855223,5.38697006,1.32594394,6.26973334,0.9982,0.374849,0.994,0.00081555,27.1,4.522475
93,7.652444,2.278139,0.597145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27813854,0.5971451,5.37430592,1.32079575,6.26820722,0.9985,0.51831,0.9928,0.00081133,26.9,4.022953
94,7.578351,2.268661,0.589966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26866099,0.58996559,5.30969029,1.31746813,6.27116197,0.9982,0.387863,0.9952,0.00080707,27.3,4.481322
95,7.575345,2.273269,0.58912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27326924,0.5891195,5.3020755,1.31024209,6.2698959,0.9984,0.386832,0.9964,0.00080278,27.5,4.488648
96,7.559917,2.274312,0.587289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27431152,0.58728945,5.28560505,1.30812736,6.26923268,0.999,0.422948,0.9976,0.00079846,27.1,4.404872
97,7.499339,2.266611,0.581414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26661061,0.58141427,5.23272839,1.30967286,6.27186259,0.9985,0.406588,0.9964,0.0007941,27.2,4.491981
98,7.511263,2.265641,0.582847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2656406,0.58284688,5.24562195,1.30293724,6.27078225,0.9981,0.408329,0.9952,0.0007897,27.0,4.465223
99,7.466956,2.265364,0.577955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26536441,0.5779546,5.20159135,1.2989008,6.26979068,0.999,0.4544,0.9952,0.00078528,27.2,4.349531
100,7.425813,2.260739,0.573897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26073879,0.57389713,5.16507418,1.29797733,6.27125703,0.9993,0.453959,0.994,0.00078081,27.1,4.248251
101,7.36694,2.256463,0.567831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25646261,0.56783086,5.11047772,1.29527541,6.27027146,0.9988,0.381715,0.9976,0.00077632,27.1,4.545755
102,7.384128,2.258774,0.569484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25877406,0.56948377,5.1253539,1.28877351,6.27031021,0.9991,0.412604,0.9976,0.00077179,27.0,4.494559
103,7.328706,2.257724,0.563442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25772448,0.5634424,5.07098163,1.29116106,6.27153595,0.9987,0.450974,0.9964,0.00076723,27.1,4.373252
104,7.319972,2.255627,0.562705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25562664,0.56270507,5.06434561,1.28522156,6.26986099,0.9984,0.375132,0.9964,0.00076264,26.8,4.605863
105,7.292619,2.251799,0.560091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25179885,0.56009109,5.04081984,1.28575619,6.27107602,0.9994,0.421971,0.9976,0.00075802,26.9,4.457931
106,7.246257,2.255931,0.554481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25593136,0.55448062,4.9903256,1.28108674,6.2720871,0.9993,0.463255,0.994,0.00075337,26.9,4.348127
107,7.256013,2.251323,0.556077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25132338,0.55607668,5.00469012,1.27360852,6.26933881,0.9991,0.421358,0.994,0.00074869,27.0,4.461488
108,7.17988,2.243856,0.548447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24385624,0.54844704,4.93602339,1.27361575,6.27141069,0.9996,0.453516,0.994,0.00074398,27.0,4.323258
109,7.152784,2.238495,0.546032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2384955,0.54603201,4.9142881,1.27158947,6.27035532,0.9996,0.382896,0.9964,0.00073924,27.2,4.597191
110,7.130568,2.237604,0.543663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23760367,0.54366268,4.89296415,1.26953613,6.26981521,0.9996,0.436085,0.9928,0.00073447,27.3,4.422427
111,7.155502,2.248691,0.545201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24869089,0.5452012,4.90681081,1.26556005,6.2692348,0.999,0.412659,0.9952,0.00072968,27.1,4.548023
112,7.106253,2.242547,0.540412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24254689,0.54041181,4.86370633,1.26130874,6.2687054,0.9991,0.413397,0.9964,0.00072485,27.3,4.510128
113,7.114956,2.25257,0.540265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25256973,0.54026515,4.86238635,1.25731285,6.27138825,0.9993,0.411185,0.994,0.00072001,27.1,4.547197
114,7.066546,2.235225,0.536813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.235225,0.53681344,4.83132092,1.25881998,6.26896477,0.9994,0.448027,0.9952,0.00071513,27.2,4.423865
115,7.028698,2.238982,0.532191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23898239,0.53219063,4.78971567,1.25405015,6.26783799,0.9991,0.480824,0.9928,0.00071023,27.0,4.341759
