epoch,train_loss,train_ce,train_kd,train_center,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,train_tdl,train_contrast,train_topkd,train_tckd,train_nckd,hard_ratio,avg_true_rank,weighted_center,weighted_feature,weighted_relation,center_weight_effective,feature_weight_effective,relation_weight_effective,grad_norm_ce,grad_norm_center,grad_norm_feature,grad_norm_relation,adaptive_stage,icd_sdc_active,icd_positive_pairs,icd_bank_occupancy,icd_true_class_margin,loss_fcd,loss_arcface_raw,loss_arcface_weighted,loss_logit_kd_weighted,logit_kd_effective_weight,loss_ce_weighted,loss_ls_kd,loss_ls_kd_weighted,student_logit_std,teacher_logit_std,train_acc,val_loss,val_acc,lr,time_s,val_true_class_margin
116,6.997997,2.238399,0.528844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23839867,0.52884431,4.75959882,1.250748,6.26965426,0.999,0.405822,0.9964,0.00070531,27.2,4.594021
117,6.989295,2.236025,0.528141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23602466,0.52814113,4.75327018,1.24833891,6.26918721,0.9996,0.420424,0.994,0.00070036,26.8,4.487972
118,6.957301,2.233686,0.524846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23368554,0.52484618,4.72361565,1.24725684,6.27031695,0.9994,0.394523,0.9976,0.00069539,27.0,4.667051
119,6.934619,2.233273,0.522372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23327327,0.52237169,4.70134523,1.24774097,6.26988579,0.9991,0.354337,0.9988,0.0006904,26.8,4.776645
120,6.902438,2.229031,0.519267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22903147,0.51926742,4.67340679,1.24361136,6.26930084,0.9997,0.40193,0.9964,0.00068538,26.8,4.642126
121,6.935632,2.237205,0.522048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2372047,0.52204752,4.69842769,1.23787954,6.26826254,0.9994,0.395155,0.9964,0.00068035,27.0,4.624111
122,6.880065,2.230108,0.516662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23010805,0.51666189,4.64995703,1.2384496,6.26901247,0.9993,0.43705,0.994,0.00067529,26.5,4.525627
123,6.86078,2.224479,0.515145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22447939,0.51514455,4.63630095,1.23921124,6.26849571,0.9997,0.469422,0.9964,0.00067021,26.9,4.527358
124,6.825692,2.228312,0.51082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22831159,0.51081999,4.59737995,1.23145611,6.27042946,0.9993,0.488466,0.9928,0.00066511,27.5,4.335846
125,6.841246,2.22727,0.512664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22726973,0.51266401,4.61397607,1.23229291,6.269875,0.9996,0.388853,0.9976,0.00065999,26.9,4.736293
126,6.812595,2.223393,0.509911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22339311,0.50991136,4.58920223,1.23402185,6.26923024,0.9996,0.41386,0.9976,0.00065485,26.9,4.547937
127,6.806822,2.226271,0.50895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22627098,0.50895011,4.58055097,1.23069567,6.26933663,0.9994,0.412724,0.9952,0.0006497,26.9,4.57647
128,6.778557,2.225026,0.505948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.225026,0.50594783,4.5535305,1.22877917,6.26830379,0.9991,0.360093,0.9976,0.00064453,26.9,4.810349
129,6.745673,2.221665,0.502668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22166468,0.50266764,4.52400872,1.22430793,6.26910136,0.9996,0.366436,0.9952,0.00063934,26.9,4.804204
130,6.728398,2.219855,0.500949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21985481,0.50094921,4.50854292,1.22268111,6.26911256,0.9997,0.394956,0.9964,0.00063413,27.1,4.713774
131,6.700625,2.215958,0.498296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21595763,0.49829632,4.48466693,1.2212541,6.27056535,0.9994,0.433957,0.9988,0.00062891,26.8,4.64802
132,6.708581,2.218955,0.498847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21895526,0.4988473,4.48962572,1.22225738,6.26971296,0.9996,0.436909,0.9964,0.00062367,26.8,4.504827
133,6.683112,2.217081,0.496226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2170811,0.49622567,4.46603102,1.21769018,6.26969125,0.9999,0.429403,0.994,0.00061842,26.9,4.59966
134,6.64485,2.210919,0.492659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21091891,0.49265905,4.43393147,1.21818908,6.27046655,0.9994,0.444084,0.9952,0.00061316,27.1,4.535813
135,6.644368,2.206766,0.493067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20676601,0.49306691,4.43760224,1.21625331,6.26955086,0.9996,0.404444,0.9952,0.00060788,26.9,4.696557
136,6.611902,2.208169,0.489304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20816867,0.48930371,4.40373342,1.21363093,6.27033694,0.9997,0.50903,0.9952,0.00060259,26.9,4.337496
137,6.615984,2.214155,0.489092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21415465,0.48909219,4.40182973,1.21147919,6.27023132,0.9994,0.447793,0.9976,0.00059728,27.2,4.587719
138,6.57213,2.205606,0.485169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20560632,0.48516926,4.36652329,1.21248317,6.27067436,0.9999,0.40938,0.9976,0.00059197,27.1,4.745389
139,6.610269,2.216138,0.488237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21613758,0.48823687,4.39413179,1.20343636,6.26941933,0.9996,0.422787,0.994,0.00058665,27.1,4.694475
140,6.527537,2.203397,0.48046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20339703,0.48046,4.32414001,1.20401419,6.26820385,0.9994,0.424432,0.9988,0.00058131,27.3,4.674237
141,6.567185,2.208946,0.484249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20894575,0.48424877,4.35823893,1.20366734,6.26857325,0.9997,0.407393,0.9964,0.00057597,27.1,4.664239
142,6.544229,2.208038,0.481799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20803778,0.481799,4.33619097,1.20394054,6.27086296,0.9999,0.393826,0.9964,0.00057061,27.2,4.722085
143,6.551715,2.214528,0.48191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21452802,0.48190969,4.33718724,1.20103924,6.26950567,0.9999,0.369439,0.9976,0.00056525,26.9,4.839309
144,6.508034,2.204685,0.47815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20468535,0.47814985,4.30334867,1.2021182,6.27049091,0.9996,0.371163,0.9964,0.00055988,27.0,4.865865
145,6.508535,2.210028,0.477612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21002785,0.47761193,4.29850737,1.19832442,6.27151067,0.9994,0.40357,0.9976,0.00055451,27.0,4.724139
146,6.499429,2.209246,0.476687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20924631,0.47668697,4.29018271,1.19724186,6.27044129,0.9997,0.406605,1.0,0.00054912,27.1,4.722651
147,6.495925,2.208474,0.476383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20847412,0.47638341,4.28745066,1.19282252,6.26874723,0.9997,0.397957,0.9976,0.00054373,26.8,4.761221
148,6.467317,2.201994,0.473925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20199372,0.47392479,4.26532307,1.19826808,6.27155471,0.9996,0.428688,0.9976,0.00053834,27.1,4.700583
149,6.470956,2.204901,0.474006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20490133,0.47400611,4.26605505,1.19353529,6.26990104,0.9996,0.454764,0.9976,0.00053294,27.3,4.475739
150,6.409438,2.197762,0.467964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19776247,0.46796392,4.21167525,1.19389938,6.26947482,0.9999,0.403361,0.9988,0.00052754,27.1,4.80681
151,6.452623,2.198491,0.472681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19849053,0.47268138,4.25413238,1.19011742,6.27141614,0.9996,0.475178,0.9964,0.00052214,27.1,4.588753
152,6.385975,2.198504,0.465275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19850405,0.46527452,4.18747064,1.18917918,6.26909389,0.9997,0.39479,0.9988,0.00051673,27.0,4.78115
153,6.377724,2.196177,0.464616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19617687,0.46461629,4.18154667,1.18670979,6.26959624,0.9997,0.411961,0.9976,0.00051132,27.1,4.745103
154,6.375633,2.19767,0.464218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19766991,0.46421816,4.17796351,1.18640849,6.26867253,0.9999,0.38537,0.9964,0.00050591,27.1,4.848537
155,6.327342,2.194171,0.459241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19417098,0.45924118,4.1331706,1.18578431,6.26965806,0.9999,0.417109,0.9976,0.0005005,27.1,4.749384
156,6.369931,2.196762,0.463685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19676206,0.46368542,4.17316881,1.18536391,6.27090626,0.9991,0.424036,0.9988,0.00049509,27.0,4.729433
157,6.314616,2.190797,0.458202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19079712,0.45820211,4.12381897,1.18335403,6.27113124,0.9999,0.386421,0.9976,0.00048968,27.0,4.870973
158,6.308904,2.194772,0.457126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19477178,0.45712583,4.11413251,1.18288298,6.27023934,0.9997,0.392683,0.9976,0.00048427,27.1,4.864466
159,6.321385,2.195742,0.458405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19574209,0.45840481,4.12564325,1.17873911,6.2702403,0.9999,0.385997,0.9988,0.00047886,27.1,4.850051
160,6.315604,2.193028,0.458064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19302803,0.45806395,4.12257556,1.17678518,6.26931308,0.9999,0.397914,0.9976,0.00047346,26.9,4.840015
161,6.26906,2.18663,0.453603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18662986,0.45360332,4.08242986,1.17891769,6.27014945,0.9999,0.406521,0.9976,0.00046806,26.9,4.818832
162,6.29167,2.19372,0.455328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19371972,0.45532783,4.09795045,1.1748257,6.26981833,0.9997,0.356506,0.9976,0.00046266,27.3,4.979972
163,6.252229,2.189671,0.451395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18967081,0.4513953,4.06255772,1.17569908,6.26950204,0.9999,0.489794,0.9976,0.00045727,27.1,4.556336
164,6.239622,2.190341,0.44992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19034067,0.44992011,4.049281,1.17271167,6.26975665,0.9999,0.379039,0.9976,0.00045188,27.2,4.876605
165,6.253976,2.190602,0.451486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1906022,0.45148595,4.06337355,1.17337467,6.26886931,1.0,0.395401,0.9964,0.00044649,27.3,4.821791
166,6.190096,2.184047,0.445117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18404695,0.44511662,4.00604953,1.17387476,6.27176469,0.9999,0.411519,0.9976,0.00044112,27.2,4.805041
167,6.236514,2.190051,0.449607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19005084,0.44960705,4.04646342,1.16939774,6.2701434,0.9999,0.396679,0.9976,0.00043575,27.0,4.835436
168,6.22729,2.188716,0.44873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18871628,0.44873047,4.03857418,1.16935513,6.27006326,0.9994,0.403182,0.9964,0.00043039,27.4,4.846455
169,6.222095,2.189845,0.448028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18984504,0.4480278,4.03225022,1.17151601,6.27079944,0.9996,0.389196,0.9988,0.00042503,27.3,4.917568
170,6.174974,2.182194,0.443642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18219382,0.44364221,3.99277992,1.16881199,6.26999761,0.9999,0.396298,0.9988,0.00041969,27.1,4.876853
171,6.172414,2.184979,0.443048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18497858,0.44304836,3.98743523,1.16735803,6.27147589,0.9997,0.369515,0.9976,0.00041435,27.1,4.923369
172,6.123606,2.179901,0.43819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17990062,0.43818952,3.94370572,1.16788586,6.26955657,0.9997,0.419273,0.9964,0.00040903,27.1,4.788196
173,6.163464,2.188405,0.441673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18840505,0.44167322,3.97505899,1.16359682,6.27027873,0.9999,0.38994,0.9976,0.00040372,27.1,4.941028
174,6.147471,2.183276,0.440466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18327639,0.44046611,3.96419496,1.16399988,6.26938713,0.9999,0.39621,0.9988,0.00039841,27.0,4.879071
175,6.153118,2.185701,0.440824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18570067,0.44082418,3.96741765,1.16333905,6.27111658,0.9999,0.409705,0.9988,0.00039312,26.9,4.824698
