global_epoch,stage,epoch,w_loss,a_loss,train_acc,val_loss,val_acc,lr,num_ops,epoch_time
53,3,3,6.715092,0.000000,0.0009,6.733981,0.0000,0.024157,4,93.1
54,3,4,6.703540,0.000000,0.0021,6.724129,0.0012,0.023516,4,95.6
55,3,5,6.682950,0.000000,0.0018,6.718197,0.0024,0.022708,4,94.8
56,3,6,6.644688,0.000000,0.0003,6.676154,0.0060,0.021748,4,95.0
57,3,7,6.588016,0.000000,0.0027,6.644390,0.0048,0.020649,4,92.3
58,3,8,6.525183,0.000000,0.0042,6.548451,0.0048,0.019430,4,92.2
59,3,9,6.425286,0.000000,0.0057,6.490435,0.0072,0.018109,4,92.9
60,3,10,6.297339,0.000000,0.0075,6.270496,0.0108,0.016708,4,93.6
61,3,11,6.124017,6.427028,0.0120,6.128907,0.0120,0.015249,4,182.8
62,3,12,5.941271,6.259906,0.0171,5.917358,0.0216,0.013753,4,185.5
63,3,13,5.752175,6.084387,0.0249,5.744128,0.0372,0.012247,4,181.7
64,3,14,5.581791,5.950542,0.0288,5.628055,0.0372,0.010751,4,183.7
65,3,15,5.411441,5.805433,0.0430,5.512289,0.0600,0.009292,4,178.9
66,3,16,5.230855,5.669610,0.0604,5.339206,0.0755,0.007891,4,185.7
67,3,17,5.089070,5.584173,0.0709,5.262387,0.0887,0.006570,4,181.5
68,3,18,4.962662,5.483845,0.0856,5.047961,0.1127,0.005351,4,186.3
69,3,19,4.839858,5.385233,0.1088,5.014768,0.1319,0.004252,4,191.5
70,3,20,4.742627,5.322484,0.1253,4.958081,0.1355,0.003292,4,185.3
71,3,21,4.612024,5.256494,0.1550,4.844733,0.1583,0.002484,4,185.2
72,3,22,4.535359,5.178536,0.1755,4.809386,0.1739,0.001843,4,186.9
73,3,23,4.426209,5.140280,0.2139,4.718654,0.1871,0.001377,4,186.2
74,3,24,4.389496,5.107999,0.2154,4.686442,0.2002,0.001095,4,177.4
75,3,25,4.305268,5.081706,0.2314,4.631287,0.2206,0.001000,4,181.3
