global_epoch,stage,epoch,w_loss,a_loss,train_acc,val_loss,val_acc,lr,num_ops,epoch_time
1,1,1,6.851469,0.000000,0.0006,6.664671,0.0036,0.024905,12,138.4
2,1,2,6.625091,0.000000,0.0033,6.566506,0.0024,0.024623,12,136.8
3,1,3,6.337611,0.000000,0.0063,6.421715,0.0144,0.024157,12,136.9
4,1,4,5.943908,0.000000,0.0180,6.502545,0.0108,0.023516,12,137.6
5,1,5,5.544925,0.000000,0.0409,5.573529,0.0396,0.022708,12,137.4
6,1,6,5.208262,0.000000,0.0661,5.437109,0.0624,0.021748,12,136.5
7,1,7,4.858917,0.000000,0.1118,5.116669,0.1019,0.020649,12,137.3
8,1,8,4.516542,0.000000,0.1647,4.715361,0.1727,0.019430,12,140.4
9,1,9,4.171791,0.000000,0.2221,4.904925,0.1583,0.018109,12,137.2
10,1,10,3.794454,0.000000,0.3170,4.662128,0.1930,0.016708,12,137.9
11,1,11,3.455727,4.191847,0.4105,3.693230,0.4089,0.015249,12,266.1
12,1,12,3.154102,3.880756,0.4994,3.646624,0.4329,0.013753,12,265.2
13,1,13,2.903468,3.682381,0.5796,3.258051,0.5444,0.012247,12,265.5
14,1,14,2.701053,3.522473,0.6584,3.093624,0.5851,0.010751,12,265.6
15,1,15,2.511486,3.343348,0.7335,3.011816,0.5995,0.009292,12,264.8
16,1,16,2.360544,3.206564,0.7812,2.873265,0.6691,0.007891,12,268.1
17,1,17,2.231004,3.085798,0.8374,2.776521,0.6882,0.006570,12,266.1
18,1,18,2.136636,2.992809,0.8666,2.610646,0.7374,0.005351,12,265.4
19,1,19,2.033703,2.908321,0.8993,2.566703,0.7410,0.004252,12,265.3
20,1,20,1.961406,2.848179,0.9282,2.447799,0.7590,0.003292,12,265.0
21,1,21,1.925823,2.783552,0.9351,2.445741,0.7698,0.002484,12,268.8
22,1,22,1.883374,2.774324,0.9468,2.391906,0.7866,0.001843,12,266.4
23,1,23,1.860538,2.740160,0.9492,2.366485,0.7902,0.001377,12,264.6
24,1,24,1.834971,2.698036,0.9603,2.362296,0.7950,0.001095,12,265.6
25,1,25,1.822930,2.682422,0.9600,2.343919,0.7962,0.001000,12,265.7
26,2,1,6.818060,0.000000,0.0003,6.735075,0.0012,0.024905,7,115.4
27,2,2,6.735568,0.000000,0.0006,6.741704,0.0012,0.024623,7,115.0
28,2,3,6.719595,0.000000,0.0009,6.747797,0.0012,0.024157,7,119.7
29,2,4,6.709311,0.000000,0.0018,6.752498,0.0024,0.023516,7,118.6
30,2,5,6.689431,0.000000,0.0024,6.781451,0.0024,0.022708,7,118.7
31,2,6,6.615236,0.000000,0.0033,6.660061,0.0036,0.021748,7,118.1
32,2,7,6.495730,0.000000,0.0033,6.468589,0.0036,0.020649,7,120.4
33,2,8,6.359965,0.000000,0.0072,6.336879,0.0108,0.019430,7,118.1
34,2,9,6.194484,0.000000,0.0132,6.218270,0.0132,0.018109,7,118.0
35,2,10,5.959322,0.000000,0.0189,5.915117,0.0360,0.016708,7,120.8
36,2,11,5.653264,6.038872,0.0340,5.665481,0.0480,0.015249,7,236.7
37,2,12,5.377552,5.814344,0.0502,5.553009,0.0456,0.013753,7,231.0
38,2,13,5.140110,5.621405,0.0703,5.147923,0.0923,0.012247,7,231.2
39,2,14,4.964469,5.477516,0.0844,5.100447,0.1091,0.010751,7,235.6
40,2,15,4.793105,5.330643,0.1091,5.053929,0.1019,0.009292,7,238.3
41,2,16,4.625779,5.197039,0.1334,4.852768,0.1499,0.007891,7,232.7
42,2,17,4.496706,5.105634,0.1550,4.775071,0.1631,0.006570,7,219.6
43,2,18,4.324761,5.015297,0.1926,4.514673,0.2314,0.005351,7,230.7
44,2,19,4.199402,4.925234,0.2251,4.413567,0.2650,0.004252,7,228.9
45,2,20,4.066023,4.832296,0.2728,4.358267,0.2782,0.003292,7,229.9
46,2,21,3.957421,4.746425,0.3149,4.204680,0.3118,0.002484,7,226.4
47,2,22,3.857012,4.678551,0.3552,4.169081,0.3321,0.001843,7,229.1
48,2,23,3.750096,4.629959,0.3777,4.140171,0.3357,0.001377,7,230.7
49,2,24,3.702546,4.583326,0.3984,4.098493,0.3501,0.001095,7,234.3
50,2,25,3.659042,4.548496,0.4261,4.054070,0.3549,0.001000,7,230.8
51,3,1,6.793904,0.000000,0.0003,6.729564,0.0012,0.024905,4,92.8
52,3,2,6.728640,0.000000,0.0012,6.732068,0.0012,0.024623,4,91.3
