epoch,train_loss,train_ce,train_kd,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,train_tdl,train_contrast,train_topkd,hard_ratio,avg_true_rank,train_acc,val_loss,val_acc,lr,time_s
1,0.743866,0.15058,1.229281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.248868,0.9796,2.019e-05,25.6
2,0.694847,0.211741,1.090116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.328921,0.982,4.019e-05,39.0
3,0.651456,0.307105,0.933198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.391466,0.9808,6.019e-05,32.1
4,0.633865,0.355447,0.861661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.421502,0.9832,8.019e-05,24.2
5,0.622679,0.372113,0.827688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.430274,0.9832,0.0001,32.8
6,0.61289,0.375786,0.806884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.426919,0.982,9.999e-05,38.7
7,0.60559,0.377583,0.792141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44175,0.9808,9.996e-05,38.5
8,0.60028,0.37571,0.78402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.437595,0.9832,9.991e-05,41.3
9,0.593925,0.373991,0.77387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.424327,0.982,9.984e-05,40.7
10,0.588597,0.367486,0.769505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.430063,0.982,9.975e-05,44.3
11,0.583308,0.366874,0.760389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.429644,0.9808,9.963e-05,45.5
12,0.581738,0.367218,0.757253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.438738,0.9808,9.95e-05,46.7
13,0.579439,0.370025,0.750778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.438503,0.9796,9.935e-05,47.1
14,0.574726,0.36065,0.74988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.427383,0.9796,9.918e-05,47.4
15,0.572503,0.362608,0.744236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.425961,0.9808,9.899e-05,47.0
16,0.569789,0.361517,0.740193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.430863,0.9784,9.877e-05,47.7
17,0.565501,0.357045,0.736055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.422831,0.9796,9.854e-05,48.1
18,0.565522,0.357239,0.735936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.420467,0.9784,9.829e-05,47.5
19,0.564453,0.360427,0.731383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.413696,0.982,9.802e-05,46.7
20,0.559494,0.353422,0.728098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.431148,0.9808,9.773e-05,47.4
21,0.555297,0.348125,0.724801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4034,0.982,9.742e-05,47.7
22,0.557463,0.354288,0.723696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.39403,0.9832,9.709e-05,48.1
23,0.555048,0.351785,0.721354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995,0.400308,0.9844,9.674e-05,48.1
24,0.553,0.349981,0.719106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.409626,0.9796,9.637e-05,47.9
25,0.551089,0.349332,0.716163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.409336,0.9796,9.599e-05,48.0
26,0.550042,0.347641,0.715643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.409135,0.982,9.558e-05,48.0
27,0.548451,0.346433,0.713739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397478,0.9832,9.516e-05,47.9
