epoch,train_loss,train_acc,val_loss,val_acc,val_true_class_margin,consistency_loss,view_agreement,lr,drop_path,epoch_time_sec
61,2.149717,0.999851,0.002108,0.998801,33.614537,0.000000,1.000000,0.00001148,0.0000,13.19
62,2.154348,0.999851,0.001664,0.998801,33.611882,0.000000,1.000000,0.00001102,0.0000,11.42
63,2.134452,1.000000,0.001884,0.998801,33.652579,0.000000,1.000000,0.00001057,0.0000,13.33
64,2.142274,1.000000,0.001361,1.000000,33.600461,0.000000,1.000000,0.00001012,0.0000,13.57
65,2.113294,1.000000,0.001643,1.000000,33.620245,0.000000,1.000000,0.00000968,0.0000,10.85
66,1.994090,1.000000,0.001560,1.000000,33.577931,0.000000,1.000000,0.00000924,0.0000,13.47
67,2.033721,0.999851,0.001954,0.998801,33.622057,0.000000,1.000000,0.00000881,0.0000,13.38
68,2.150873,0.999851,0.001729,0.998801,33.662979,0.000000,1.000000,0.00000839,0.0000,11.21
69,2.098748,1.000000,0.002127,0.998801,33.645328,0.000000,1.000000,0.00000797,0.0000,13.33
70,2.093423,1.000000,0.002402,0.998801,33.577828,0.000000,1.000000,0.00000757,0.0000,13.14
71,2.182700,1.000000,0.002183,0.998801,33.624125,0.000000,1.000000,0.00000717,0.0000,11.53
72,2.046833,1.000000,0.001860,0.998801,33.632095,0.000000,1.000000,0.00000678,0.0000,13.31
73,2.116867,1.000000,0.001727,0.998801,33.599243,0.000000,1.000000,0.00000641,0.0000,12.92
74,2.120752,1.000000,0.001694,0.998801,33.633983,0.000000,1.000000,0.00000604,0.0000,11.84
75,2.051072,1.000000,0.001481,0.998801,33.635875,0.000000,1.000000,0.00000568,0.0000,13.20
76,2.023616,0.999851,0.001786,0.998801,33.627815,0.000000,1.000000,0.00000533,0.0000,12.57
77,2.032841,0.999851,0.001741,0.998801,33.637508,0.000000,1.000000,0.00000500,0.0000,12.11
78,2.059428,0.999851,0.001672,0.998801,33.626298,0.000000,1.000000,0.00000467,0.0000,13.28
79,2.033945,1.000000,0.001910,0.998801,33.667586,0.000000,1.000000,0.00000436,0.0000,12.28
80,2.005045,1.000000,0.001684,0.998801,33.660896,0.000000,1.000000,0.00000406,0.0000,12.43
81,2.058666,1.000000,0.001573,0.998801,33.651835,0.000000,1.000000,0.00000377,0.0000,13.15
82,2.029285,1.000000,0.001607,1.000000,33.617695,0.000000,1.000000,0.00000349,0.0000,11.98
83,2.096353,1.000000,0.001601,0.998801,33.615184,0.000000,1.000000,0.00000323,0.0000,12.62
84,2.133104,1.000000,0.002193,0.998801,33.653491,0.000000,1.000000,0.00000298,0.0000,12.90
85,2.035443,1.000000,0.002158,0.998801,33.617732,0.000000,1.000000,0.00000275,0.0000,11.75
86,2.003532,0.999851,0.001570,0.998801,33.648230,0.000000,1.000000,0.00000253,0.0000,12.75
87,2.005736,0.999851,0.001894,0.998801,33.654537,0.000000,1.000000,0.00000232,0.0000,13.07
88,2.029787,1.000000,0.002364,0.998801,33.662149,0.000000,1.000000,0.00000213,0.0000,11.65
