epoch,train_loss,train_ce,train_kd,train_center,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,train_tdl,train_contrast,train_topkd,train_tckd,train_nckd,hard_ratio,avg_true_rank,train_acc,val_loss,val_acc,lr,time_s,val_true_class_margin
76,8.377889,2.421859,5.95603,11.78422,0.047256,0.615569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9945,0.512854,0.9856,0.00087767,31.9,3.517963
77,8.276133,2.419635,5.856498,11.585762,0.047604,0.612368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9967,0.492119,0.9856,0.0008741,31.9,3.531631
78,8.228608,2.417181,5.811427,11.495917,0.04701,0.611176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957,0.529171,0.9808,0.00087049,32.0,3.482556
79,8.046685,2.397547,5.649137,11.172387,0.045777,0.606546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966,0.557142,0.9832,0.00086683,32.0,3.255251
80,7.998396,2.400824,5.597573,11.069427,0.047165,0.605006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972,0.830423,0.9508,0.00086313,32.3,2.61633
81,7.9419,2.399453,5.542446,10.959456,0.046741,0.603814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957,0.558449,0.9856,0.00085939,31.8,3.365233
82,7.8853,2.397442,5.487857,10.850692,0.046582,0.601823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9967,0.564753,0.9736,0.00085561,32.2,3.396135
83,7.777565,2.39305,5.384515,10.644599,0.045877,0.599217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9969,0.571792,0.9808,0.00085178,32.3,3.451079
84,7.731894,2.392259,5.339635,10.55508,0.045982,0.597963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979,0.57125,0.9856,0.00084791,31.8,3.515903
85,7.604551,2.381232,5.223319,10.323279,0.045546,0.594019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981,0.565636,0.9868,0.00084401,31.8,3.511889
86,7.509235,2.380989,5.128246,10.133574,0.046261,0.59146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9976,0.515663,0.9832,0.00084006,31.7,3.540582
87,7.488788,2.385558,5.103231,10.083814,0.044979,0.590749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9973,0.619635,0.976,0.00083607,31.5,3.18753
88,7.415693,2.382898,5.032795,9.943339,0.044939,0.588783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9973,0.583197,0.9856,0.00083204,32.0,3.517503
89,7.322273,2.370318,4.951955,9.782136,0.044511,0.586619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979,0.841284,0.964,0.00082797,31.9,2.844329
90,7.174858,2.368516,4.806342,9.491653,0.045102,0.582601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9978,0.48888,0.988,0.00082387,32.0,3.76655
91,7.182183,2.371883,4.8103,9.499588,0.044801,0.582656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9982,0.4853,0.9868,0.00081973,31.8,3.743082
92,7.080391,2.362167,4.718224,9.316016,0.04408,0.580119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985,0.656996,0.982,0.00081555,32.1,3.306496
93,7.024846,2.361653,4.663193,9.206234,0.044445,0.578539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985,0.500501,0.982,0.00081133,32.0,3.515262
94,6.911644,2.347266,4.564378,9.009305,0.043812,0.575343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988,0.488849,0.988,0.00080707,31.7,3.77639
95,6.91236,2.358871,4.553489,8.987478,0.044319,0.575343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985,0.564081,0.988,0.00080278,31.9,3.527822
96,6.824397,2.351322,4.473075,8.827165,0.04399,0.572932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9982,0.543286,0.9844,0.00079846,32.1,3.601124
97,6.765191,2.353461,4.41173,8.704874,0.043966,0.570948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987,0.853857,0.97,0.0007941,31.9,2.841245
98,6.717056,2.350584,4.366472,8.614637,0.043153,0.569953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987,0.543625,0.9904,0.0007897,32.1,3.628687
99,6.638038,2.351865,4.286173,8.454473,0.04353,0.567601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988,0.544289,0.9844,0.00078528,31.6,3.736445
100,6.628398,2.350644,4.277754,8.437827,0.043269,0.566767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.524572,0.988,0.00078081,32.0,3.578679
101,6.541583,2.345679,4.195904,8.274589,0.043605,0.564291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.451956,0.9904,0.00077632,31.6,3.881306
102,6.435783,2.335682,4.100102,8.083436,0.043163,0.562256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993,0.565919,0.988,0.00077179,32.0,3.4934
103,6.37776,2.329953,4.047806,7.979283,0.042477,0.560407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991,0.499964,0.9904,0.00076723,31.7,3.761052
104,6.313083,2.334418,3.978664,7.841357,0.042456,0.558626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993,0.596431,0.988,0.00076264,31.8,3.646279
105,6.215853,2.328115,3.887738,7.660063,0.042291,0.55592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993,0.52697,0.9928,0.00075802,31.8,3.792827
106,6.191619,2.334452,3.857167,7.599034,0.042803,0.555098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993,0.606577,0.9856,0.00075337,31.8,3.501181
107,6.154976,2.332346,3.82263,7.530261,0.042418,0.553784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988,0.522052,0.9892,0.00074869,32.1,3.678749
108,6.085995,2.323651,3.762344,7.410019,0.042241,0.552223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985,0.467642,0.9928,0.00074398,32.2,3.929358
109,6.052368,2.319917,3.732451,7.350448,0.041939,0.551302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996,0.518802,0.9904,0.00073924,31.9,3.824277
110,5.919622,2.31967,3.599952,7.086207,0.041571,0.547696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996,0.514578,0.9856,0.00073447,32.0,3.72284
111,5.904043,2.320731,3.583312,7.053032,0.041667,0.547127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987,0.447267,0.9892,0.00072968,32.2,3.971386
112,5.872852,2.316557,3.556295,6.999134,0.041143,0.54671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993,0.496284,0.9904,0.00072485,32.3,3.844654
