epoch,train_loss,train_ce,train_kd,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,train_tdl,train_contrast,train_topkd,hard_ratio,avg_true_rank,train_acc,val_loss,val_acc,lr,time_s
1,1.242523,0.283281,2.201764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977,0.355363,0.976,2.019e-05,37.1
2,1.121144,0.469091,1.773197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9971,0.560754,0.9784,4.019e-05,36.3
3,1.065556,0.637512,1.4936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977,0.601216,0.9772,6.019e-05,36.5
4,1.036841,0.673842,1.39984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9976,0.635979,0.9772,8.019e-05,36.6
5,1.020531,0.70113,1.339932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9971,0.656886,0.9772,0.0001,36.5
6,1.006574,0.711973,1.301174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9965,0.661836,0.9772,9.999e-05,36.5
7,0.99835,0.719459,1.277242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974,0.784271,0.9712,9.996e-05,36.6
8,0.987422,0.716124,1.258719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9964,0.716387,0.9784,9.991e-05,36.3
9,0.98209,0.721849,1.242331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979,0.663846,0.9772,9.984e-05,36.3
10,0.975408,0.716054,1.234761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979,0.645068,0.9844,9.975e-05,36.4
11,0.97255,0.716441,1.228659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9973,0.662169,0.982,9.963e-05,36.4
12,0.970331,0.71953,1.221131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9971,0.638746,0.9832,9.95e-05,36.2
