epoch,train_loss,train_acc,val_loss,val_acc,val_true_class_margin,consistency_loss,view_agreement,lr,drop_path,epoch_time_sec
70,10.277478,0.994494,0.161755,0.976019,18.763939,0.000000,1.000000,0.00089815,0.0000,17.70
71,10.280815,0.993899,0.116429,0.979616,21.142616,0.000000,1.000000,0.00089485,0.0000,18.21
72,9.966711,0.995536,0.142635,0.979616,21.500764,0.000000,1.000000,0.00089151,0.0000,18.18
73,9.810049,0.995982,0.116580,0.982014,21.659747,0.000000,1.000000,0.00088812,0.0000,18.42
74,9.815944,0.995833,0.105108,0.988010,22.148312,0.000000,1.000000,0.00088468,0.0000,18.26
75,9.700507,0.995982,0.096871,0.985612,22.536856,0.000000,1.000000,0.00088120,0.0000,18.35
76,9.353315,0.996280,0.083301,0.986811,22.616130,0.000000,1.000000,0.00087767,0.0000,18.48
77,9.377799,0.996280,0.202090,0.977218,17.946550,0.000000,1.000000,0.00087410,0.0000,18.48
78,9.294194,0.996577,0.107621,0.986811,22.149151,0.000000,1.000000,0.00087049,0.0000,18.00
79,9.176507,0.995238,0.097601,0.985612,23.615949,0.000000,1.000000,0.00086683,0.0000,18.42
80,8.882855,0.997619,0.092246,0.988010,22.124870,0.000000,1.000000,0.00086313,0.0000,18.44
81,9.016134,0.995685,0.111492,0.983213,22.517838,0.000000,1.000000,0.00085939,0.0000,18.50
82,8.833167,0.997024,0.080945,0.989209,22.855358,0.000000,1.000000,0.00085561,0.0000,18.29
83,8.798410,0.996875,0.077651,0.986811,22.823592,0.000000,1.000000,0.00085178,0.0000,18.34
84,8.734563,0.996429,0.090554,0.985612,23.775371,0.000000,1.000000,0.00084791,0.0000,18.80
85,8.586611,0.996726,0.056856,0.989209,24.799552,0.000000,1.000000,0.00084401,0.0000,18.22
86,8.458905,0.997619,0.098580,0.985612,22.917450,0.000000,1.000000,0.00084006,0.0000,18.09
87,8.376375,0.997470,0.089562,0.988010,22.727763,0.000000,1.000000,0.00083607,0.0000,18.23
88,8.116987,0.997024,0.112283,0.988010,22.978600,0.000000,1.000000,0.00083204,0.0000,18.28
89,8.195464,0.997321,0.122365,0.983213,23.934313,0.000000,1.000000,0.00082797,0.0000,18.11
90,8.049852,0.997917,0.103260,0.988010,23.923157,0.000000,1.000000,0.00082387,0.0000,18.40
91,7.954981,0.998363,0.078864,0.988010,24.907482,0.000000,1.000000,0.00081973,0.0000,17.94
92,7.964413,0.998214,0.092947,0.989209,22.875146,0.000000,1.000000,0.00081555,0.0000,18.36
93,7.889881,0.998065,0.051433,0.989209,25.490246,0.000000,1.000000,0.00081133,0.0000,17.80
94,7.567876,0.998065,0.067261,0.991607,24.553197,0.000000,1.000000,0.00080707,0.0000,18.48
95,7.682237,0.998661,0.052907,0.988010,25.030136,0.000000,1.000000,0.00080278,0.0000,18.45
96,7.497725,0.998661,0.058611,0.989209,24.808489,0.000000,1.000000,0.00079846,0.0000,18.47
97,7.498594,0.998661,0.062089,0.989209,25.646311,0.000000,1.000000,0.00079410,0.0000,18.70
98,7.455276,0.998065,0.081319,0.988010,25.275708,0.000000,1.000000,0.00078970,0.0000,18.54
99,7.340104,0.999256,0.053256,0.990408,25.459118,0.000000,1.000000,0.00078528,0.0000,18.47
100,7.275924,0.998065,0.107622,0.986811,22.376034,0.000000,1.000000,0.00078081,0.0000,18.37
101,7.166316,0.998512,0.047840,0.991607,24.536467,0.000000,1.000000,0.00077632,0.0000,18.14
102,7.035216,0.998661,0.073679,0.989209,24.982540,0.000000,1.000000,0.00077179,0.0000,18.26
103,7.058291,0.998363,0.043548,0.992806,26.437096,0.000000,1.000000,0.00076723,0.0000,18.53
104,6.892984,0.998810,0.043797,0.994005,26.025668,0.000000,1.000000,0.00076264,0.0000,18.26
105,6.869937,0.998810,0.051594,0.988010,25.836834,0.000000,1.000000,0.00075802,0.0000,18.60
106,6.808693,0.998512,0.054954,0.992806,24.994241,0.000000,1.000000,0.00075337,0.0000,18.15
107,6.783318,0.999107,0.062976,0.991607,25.793584,0.000000,1.000000,0.00074869,0.0000,18.66
108,6.650907,0.998512,0.022852,0.994005,26.061036,0.000000,1.000000,0.00074398,0.0000,18.12
109,6.698641,0.999405,0.093550,0.983213,23.856036,0.000000,1.000000,0.00073924,0.0000,18.66
110,6.519962,0.999554,0.065414,0.988010,25.278362,0.000000,1.000000,0.00073447,0.0000,18.31
111,6.391276,0.999405,0.057788,0.988010,25.875044,0.000000,1.000000,0.00072968,0.0000,18.52
112,6.395950,0.999107,0.061778,0.988010,26.077082,0.000000,1.000000,0.00072485,0.0000,18.26
113,6.317329,0.999702,0.060395,0.989209,27.115218,0.000000,1.000000,0.00072001,0.0000,18.21
114,6.285069,0.999702,0.049725,0.992806,27.017293,0.000000,1.000000,0.00071513,0.0000,18.24
115,6.317652,0.998958,0.056037,0.990408,26.876537,0.000000,1.000000,0.00071023,0.0000,18.04
116,6.132495,0.999256,0.061043,0.990408,26.549569,0.000000,1.000000,0.00070531,0.0000,18.33
117,6.014140,0.999554,0.067934,0.988010,26.587971,0.000000,1.000000,0.00070036,0.0000,18.32
118,6.104990,0.999256,0.052587,0.991607,27.140766,0.000000,1.000000,0.00069539,0.0000,18.41
119,5.865915,0.999554,0.059443,0.989209,27.475231,0.000000,1.000000,0.00069040,0.0000,18.00
120,5.958723,0.999554,0.063010,0.990408,26.599788,0.000000,1.000000,0.00068538,0.0000,18.60
121,5.902783,0.999554,0.054054,0.991607,26.879066,0.000000,1.000000,0.00068035,0.0000,18.48
122,5.857431,0.999405,0.035632,0.992806,27.889078,0.000000,1.000000,0.00067529,0.0000,18.54
123,5.789356,0.999554,0.041012,0.994005,28.293157,0.000000,1.000000,0.00067021,0.0000,18.21
124,5.723380,0.999405,0.047666,0.992806,27.641627,0.000000,1.000000,0.00066511,0.0000,18.20
125,5.628593,0.999554,0.041065,0.992806,28.280156,0.000000,1.000000,0.00065999,0.0000,18.20
126,5.646683,0.999702,0.060386,0.994005,26.746035,0.000000,1.000000,0.00065485,0.0000,18.12
127,5.521497,0.999405,0.042522,0.992806,27.772372,0.000000,1.000000,0.00064970,0.0000,18.26
128,5.534999,0.998661,0.044530,0.991607,28.583227,0.000000,1.000000,0.00064453,0.0000,18.41
129,5.444274,0.999851,0.044442,0.992806,26.723681,0.000000,1.000000,0.00063934,0.0000,18.40
130,5.433001,0.999702,0.040412,0.994005,27.412123,0.000000,1.000000,0.00063413,0.0000,18.40
131,5.275457,0.999554,0.047964,0.992806,27.595217,0.000000,1.000000,0.00062891,0.0000,18.14
132,5.350613,0.999554,0.041469,0.996403,27.948289,0.000000,1.000000,0.00062367,0.0000,18.33
133,5.276204,0.999554,0.037957,0.994005,28.378038,0.000000,1.000000,0.00061842,0.0000,18.12
134,5.218931,0.999554,0.056582,0.992806,28.327744,0.000000,1.000000,0.00061316,0.0000,18.12
135,5.310009,0.999405,0.045777,0.992806,27.326208,0.000000,1.000000,0.00060788,0.0000,18.23
136,5.141691,0.999702,0.055293,0.996403,28.325383,0.000000,1.000000,0.00060259,0.0000,18.36
137,5.096928,0.999107,0.057486,0.992806,27.337625,0.000000,1.000000,0.00059728,0.0000,18.16
138,5.065000,0.999405,0.031790,0.996403,28.431239,0.000000,1.000000,0.00059197,0.0000,18.14
139,5.027192,0.999851,0.055377,0.995204,28.629965,0.000000,1.000000,0.00058665,0.0000,18.47
140,4.922436,0.999702,0.071421,0.991607,26.960054,0.000000,1.000000,0.00058131,0.0000,18.39
141,5.001415,0.999851,0.048269,0.991607,28.412187,0.000000,1.000000,0.00057597,0.0000,18.24
142,4.904455,0.999702,0.041812,0.994005,29.245805,0.000000,1.000000,0.00057061,0.0000,18.52
143,4.742140,0.999702,0.038688,0.995204,29.050645,0.000000,1.000000,0.00056525,0.0000,18.16
144,4.844950,0.999851,0.026111,0.994005,28.837524,0.000000,1.000000,0.00055988,0.0000,18.60
145,4.682776,0.999702,0.041244,0.992806,29.670220,0.000000,1.000000,0.00055451,0.0000,18.38
146,4.773375,0.999702,0.030149,0.995204,29.322683,0.000000,1.000000,0.00054912,0.0000,18.38
147,4.625340,0.999851,0.032585,0.994005,29.537895,0.000000,1.000000,0.00054373,0.0000,18.14
148,4.542456,0.999851,0.034451,0.995204,29.375457,0.000000,1.000000,0.00053834,0.0000,18.46
149,4.524410,0.999851,0.021178,0.996403,29.225590,0.000000,1.000000,0.00053294,0.0000,18.38
150,4.501166,0.999702,0.021344,0.997602,29.413933,0.000000,1.000000,0.00052754,0.0000,18.38
151,4.480508,0.999851,0.034634,0.995204,29.982359,0.000000,1.000000,0.00052214,0.0000,18.45
152,4.493985,0.999851,0.021336,0.997602,29.589988,0.000000,1.000000,0.00051673,0.0000,18.51
153,4.307000,0.999851,0.040604,0.992806,29.054908,0.000000,1.000000,0.00051132,0.0000,18.45
154,4.362451,0.999851,0.031098,0.994005,29.831900,0.000000,1.000000,0.00050591,0.0000,18.57
155,4.302489,0.999851,0.028258,0.995204,30.086891,0.000000,1.000000,0.00050050,0.0000,18.43
156,4.256766,0.999702,0.052461,0.995204,28.622170,0.000000,1.000000,0.00049509,0.0000,18.47
157,4.257689,0.999702,0.029895,0.995204,29.415749,0.000000,1.000000,0.00048968,0.0000,18.55
158,4.097863,0.999851,0.043726,0.996403,30.193814,0.000000,1.000000,0.00048427,0.0000,17.99
159,4.257040,0.999702,0.021536,0.995204,30.302262,0.000000,1.000000,0.00047886,0.0000,18.29
160,4.271790,0.999851,0.032074,0.996403,30.265764,0.000000,1.000000,0.00047346,0.0000,18.66
161,4.098097,0.999851,0.021467,0.995204,30.130836,0.000000,1.000000,0.00046806,0.0000,18.34
162,4.086696,0.999851,0.028039,0.995204,30.313079,0.000000,1.000000,0.00046266,0.0000,18.22
163,3.985059,0.999851,0.039090,0.995204,30.088557,0.000000,1.000000,0.00045727,0.0000,18.27
164,3.934507,0.999851,0.023868,0.996403,30.562470,0.000000,1.000000,0.00045188,0.0000,18.46
165,4.072677,1.000000,0.022292,0.995204,30.195181,0.000000,1.000000,0.00044649,0.0000,18.82
166,3.867944,0.999851,0.028634,0.996403,30.234782,0.000000,1.000000,0.00044112,0.0000,18.73
167,3.882489,0.999702,0.038531,0.996403,29.864656,0.000000,1.000000,0.00043575,0.0000,18.58
168,3.878046,0.999851,0.022441,0.995204,30.466887,0.000000,1.000000,0.00043039,0.0000,18.34
169,3.897701,0.999702,0.021848,0.996403,30.677433,0.000000,1.000000,0.00042503,0.0000,18.14
170,3.840711,0.999702,0.034272,0.995204,29.882431,0.000000,1.000000,0.00041969,0.0000,18.11
171,3.719644,0.999851,0.024322,0.995204,30.528367,0.000000,1.000000,0.00041435,0.0000,18.07
172,3.736190,1.000000,0.033625,0.994005,30.300909,0.000000,1.000000,0.00040903,0.0000,18.48
173,3.699206,0.999851,0.045115,0.992806,30.516595,0.000000,1.000000,0.00040372,0.0000,18.30
174,3.604081,0.999851,0.024446,0.994005,30.187810,0.000000,1.000000,0.00039841,0.0000,18.22
175,3.677956,1.000000,0.045437,0.994005,29.226363,0.000000,1.000000,0.00039312,0.0000,18.07
176,3.669130,0.999851,0.031844,0.995204,30.868197,0.000000,1.000000,0.00038784,0.0000,18.27
177,3.604263,0.999851,0.028302,0.995204,30.879869,0.000000,1.000000,0.00038258,0.0000,18.16
178,3.587903,0.999702,0.032687,0.994005,31.285226,0.000000,1.000000,0.00037733,0.0000,18.34
179,3.534663,1.000000,0.030121,0.994005,31.020638,0.000000,1.000000,0.00037209,0.0000,17.91
180,3.518256,0.999851,0.031655,0.996403,31.128920,0.000000,1.000000,0.00036687,0.0000,18.19
181,3.485469,0.999851,0.023435,0.995204,31.253872,0.000000,1.000000,0.00036166,0.0000,18.30
182,3.407500,0.999851,0.028992,0.996403,30.729730,0.000000,1.000000,0.00035647,0.0000,18.46
183,3.378486,0.999851,0.022122,0.996403,30.760395,0.000000,1.000000,0.00035130,0.0000,18.02
184,3.359359,0.999851,0.026368,0.995204,30.938326,0.000000,1.000000,0.00034615,0.0000,18.56
185,3.362237,0.999702,0.036548,0.994005,30.639816,0.000000,1.000000,0.00034101,0.0000,18.14
186,3.293922,1.000000,0.026579,0.995204,31.196629,0.000000,1.000000,0.00033589,0.0000,18.02
187,3.289796,0.999702,0.028946,0.995204,31.256789,0.000000,1.000000,0.00033079,0.0000,18.45
188,3.286932,1.000000,0.032062,0.992806,30.989804,0.000000,1.000000,0.00032571,0.0000,18.54
189,3.287402,1.000000,0.022670,0.996403,30.687316,0.000000,1.000000,0.00032065,0.0000,18.17
190,3.196147,1.000000,0.014082,0.996403,31.717114,0.000000,1.000000,0.00031562,0.0000,18.31
191,3.275227,0.999702,0.019904,0.995204,31.390044,0.000000,1.000000,0.00031060,0.0000,18.04
192,3.183780,0.999851,0.017522,0.996403,31.823251,0.000000,1.000000,0.00030561,0.0000,17.99
193,3.134238,1.000000,0.009833,0.996403,31.522841,0.000000,1.000000,0.00030064,0.0000,18.02
194,3.213691,0.999851,0.022609,0.996403,31.783642,0.000000,1.000000,0.00029569,0.0000,18.43
195,3.068444,1.000000,0.026767,0.996403,31.894843,0.000000,1.000000,0.00029077,0.0000,18.21
196,3.033634,0.999851,0.024765,0.995204,31.661605,0.000000,1.000000,0.00028587,0.0000,18.48
197,3.122886,1.000000,0.025935,0.995204,31.603718,0.000000,1.000000,0.00028099,0.0000,18.21
198,3.032561,0.999851,0.015444,0.996403,31.732271,0.000000,1.000000,0.00027615,0.0000,18.36
199,3.009505,0.999851,0.023983,0.995204,31.794460,0.000000,1.000000,0.00027132,0.0000,18.62
200,3.023609,0.999851,0.019838,0.996403,31.839543,0.000000,1.000000,0.00026653,0.0000,18.28
201,3.064483,0.999851,0.026680,0.995204,31.554432,0.000000,1.000000,0.00026176,0.0000,18.45
202,2.927391,0.999851,0.017637,0.996403,32.134425,0.000000,1.000000,0.00025702,0.0000,18.25
203,2.852128,1.000000,0.019742,0.996403,31.659122,0.000000,1.000000,0.00025231,0.0000,18.12
204,2.875820,0.999702,0.023420,0.996403,31.978157,0.000000,1.000000,0.00024763,0.0000,18.38
205,2.918710,1.000000,0.016148,0.995204,32.001211,0.000000,1.000000,0.00024298,0.0000,18.15
206,2.761514,0.999851,0.025329,0.995204,32.047537,0.000000,1.000000,0.00023836,0.0000,18.45
207,2.874610,1.000000,0.021203,0.996403,32.345480,0.000000,1.000000,0.00023377,0.0000,18.19
208,2.795000,0.999702,0.032147,0.994005,32.249632,0.000000,1.000000,0.00022921,0.0000,18.23
209,2.828700,0.999851,0.016212,0.997602,32.166713,0.000000,1.000000,0.00022468,0.0000,18.18
210,2.775792,0.999851,0.019110,0.997602,32.316157,0.000000,1.000000,0.00022019,0.0000,17.98
211,2.713646,0.999851,0.018120,0.996403,32.416415,0.000000,1.000000,0.00021572,0.0000,18.35
212,2.730415,0.999851,0.022633,0.996403,32.515461,0.000000,1.000000,0.00021130,0.0000,17.77
213,2.763448,1.000000,0.013519,0.996403,32.419003,0.000000,1.000000,0.00020690,0.0000,18.14
214,2.774389,1.000000,0.022049,0.996403,32.534736,0.000000,1.000000,0.00020254,0.0000,18.29
215,2.653973,1.000000,0.024916,0.994005,32.115996,0.000000,1.000000,0.00019822,0.0000,17.92
216,2.642455,1.000000,0.028600,0.995204,32.476948,0.000000,1.000000,0.00019393,0.0000,18.14
217,2.566734,0.999851,0.016103,0.997602,32.706950,0.000000,1.000000,0.00018967,0.0000,18.07
218,2.589055,1.000000,0.020384,0.995204,32.400625,0.000000,1.000000,0.00018545,0.0000,18.40
219,2.585793,0.999851,0.020122,0.996403,32.643872,0.000000,1.000000,0.00018127,0.0000,18.42
220,2.621395,1.000000,0.015067,0.996403,32.549661,0.000000,1.000000,0.00017713,0.0000,18.32
221,2.604747,1.000000,0.028576,0.995204,32.530713,0.000000,1.000000,0.00017303,0.0000,18.11
222,2.556767,0.999851,0.016857,0.996403,32.793446,0.000000,1.000000,0.00016896,0.0000,18.21
223,2.506201,1.000000,0.017113,0.995204,32.895143,0.000000,1.000000,0.00016493,0.0000,18.10
224,2.594109,1.000000,0.022492,0.995204,32.873559,0.000000,1.000000,0.00016094,0.0000,17.85
225,2.508210,0.999851,0.014462,0.997602,32.660959,0.000000,1.000000,0.00015699,0.0000,18.23
226,2.587621,1.000000,0.020153,0.996403,32.577189,0.000000,1.000000,0.00015309,0.0000,18.62
227,2.493021,0.999851,0.026320,0.995204,32.735526,0.000000,1.000000,0.00014922,0.0000,18.10
228,2.464306,1.000000,0.018064,0.996403,32.598270,0.000000,1.000000,0.00014539,0.0000,18.30
229,2.431146,1.000000,0.019929,0.995204,32.714965,0.000000,1.000000,0.00014161,0.0000,18.21
230,2.433901,1.000000,0.023221,0.995204,33.016045,0.000000,1.000000,0.00013787,0.0000,18.13
231,2.347672,1.000000,0.018166,0.995204,32.966516,0.000000,1.000000,0.00013417,0.0000,18.24
232,2.441779,1.000000,0.019107,0.995204,32.939452,0.000000,1.000000,0.00013051,0.0000,18.45
233,2.322602,1.000000,0.022503,0.995204,33.116049,0.000000,1.000000,0.00012690,0.0000,18.34
234,2.449876,1.000000,0.018165,0.995204,33.085027,0.000000,1.000000,0.00012333,0.0000,18.15
235,2.345244,0.999851,0.013548,0.996403,33.179565,0.000000,1.000000,0.00011980,0.0000,18.49
236,2.294572,1.000000,0.016267,0.997602,33.054791,0.000000,1.000000,0.00011632,0.0000,18.33
237,2.327114,1.000000,0.021582,0.995204,33.028423,0.000000,1.000000,0.00011288,0.0000,18.39
238,2.258991,1.000000,0.022203,0.996403,32.916637,0.000000,1.000000,0.00010949,0.0000,18.46
239,2.239100,0.999851,0.019472,0.995204,33.120934,0.000000,1.000000,0.00010615,0.0000,18.10
240,2.311609,1.000000,0.017922,0.996403,33.259730,0.000000,1.000000,0.00010285,0.0000,18.45
241,2.231815,1.000000,0.012140,0.995204,33.138770,0.000000,1.000000,0.00009960,0.0000,18.24
242,2.245808,1.000000,0.010934,0.996403,33.219884,0.000000,1.000000,0.00009640,0.0000,18.02
243,2.317136,1.000000,0.011951,0.996403,33.081173,0.000000,1.000000,0.00009324,0.0000,18.35
244,2.218044,1.000000,0.014797,0.996403,33.159921,0.000000,1.000000,0.00009013,0.0000,18.41
245,2.275297,1.000000,0.018688,0.995204,33.262975,0.000000,1.000000,0.00008707,0.0000,18.51
246,2.204782,1.000000,0.018649,0.995204,33.249448,0.000000,1.000000,0.00008406,0.0000,18.12
247,2.167763,0.999851,0.017652,0.996403,33.233673,0.000000,1.000000,0.00008109,0.0000,18.35
248,2.211555,1.000000,0.014659,0.995204,33.328218,0.000000,1.000000,0.00007818,0.0000,18.19
249,2.236128,1.000000,0.018678,0.995204,33.312421,0.000000,1.000000,0.00007531,0.0000,18.18
250,2.079556,0.999702,0.014395,0.996403,33.381871,0.000000,1.000000,0.00007250,0.0000,18.60
251,2.088422,1.000000,0.012303,0.996403,33.328523,0.000000,1.000000,0.00006974,0.0000,18.11
252,2.108558,0.999851,0.015565,0.996403,33.264561,0.000000,1.000000,0.00006702,0.0000,18.12
253,2.123212,0.999851,0.014817,0.995204,33.428718,0.000000,1.000000,0.00006436,0.0000,18.41
254,2.104673,0.999851,0.017284,0.995204,33.299022,0.000000,1.000000,0.00006175,0.0000,18.56
255,2.196903,0.999851,0.014696,0.995204,33.485908,0.000000,1.000000,0.00005919,0.0000,18.38
256,2.196001,1.000000,0.013891,0.995204,33.417372,0.000000,1.000000,0.00005668,0.0000,18.37
257,2.143156,1.000000,0.015811,0.996403,33.517084,0.000000,1.000000,0.00005422,0.0000,18.28
258,2.133789,1.000000,0.017481,0.995204,33.481969,0.000000,1.000000,0.00005182,0.0000,18.37
259,2.066177,1.000000,0.016886,0.995204,33.484308,0.000000,1.000000,0.00004946,0.0000,18.33
260,2.109547,1.000000,0.018764,0.995204,33.475243,0.000000,1.000000,0.00004717,0.0000,18.50
261,2.054144,1.000000,0.013526,0.997602,33.523410,0.000000,1.000000,0.00004492,0.0000,18.41
262,2.071740,1.000000,0.013685,0.995204,33.568629,0.000000,1.000000,0.00004273,0.0000,18.20
263,2.093431,0.999851,0.012150,0.997602,33.566753,0.000000,1.000000,0.00004059,0.0000,18.30
264,2.072622,1.000000,0.013635,0.996403,33.528988,0.000000,1.000000,0.00003851,0.0000,18.59
265,2.113633,1.000000,0.012588,0.995204,33.503053,0.000000,1.000000,0.00003648,0.0000,18.17
266,1.956006,1.000000,0.014454,0.996403,33.585591,0.000000,1.000000,0.00003450,0.0000,18.40
