epoch,train_loss,train_ce,train_kd,train_center,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,train_tdl,train_contrast,train_topkd,train_tckd,train_nckd,hard_ratio,avg_true_rank,weighted_center,weighted_feature,weighted_relation,center_weight_effective,feature_weight_effective,relation_weight_effective,grad_norm_ce,grad_norm_center,grad_norm_feature,grad_norm_relation,adaptive_stage,icd_sdc_active,icd_positive_pairs,icd_bank_occupancy,icd_true_class_margin,loss_fcd,loss_arcface_raw,loss_arcface_weighted,loss_logit_kd_weighted,logit_kd_effective_weight,train_acc,val_loss,val_acc,lr,time_s,val_true_class_margin
10,3.368478,24.235944,0.944884,0.0,0.0,0.771369,34.70303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-6.91625744,0.7713685,24.23594388,2.42359444,0.17351514,0.005,0.006,5.105286,0.0659,0.001,29.4,-3.019461
11,3.45354,25.070041,0.946536,0.0,0.0,0.758345,34.216594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-6.14490327,0.75834458,25.07004078,2.50700412,0.18819127,0.0055,0.0085,4.988386,0.0743,0.00099997,29.4,-2.98367
12,3.530409,25.831611,0.947248,0.0,0.0,0.745148,33.68319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-5.29732143,0.7451485,25.83161109,2.58316116,0.20209914,0.006,0.0174,4.901703,0.0731,0.00099988,29.3,-3.201703
13,3.619146,26.703713,0.948775,0.0,0.0,0.733423,33.131008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-4.5609189,0.73342298,26.70371337,2.67037138,0.21535156,0.0065,0.0269,3.650702,0.1619,0.00099974,29.3,-1.804484
14,3.717529,27.684873,0.949042,0.0,0.0,0.720607,32.633621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-3.98664435,0.72060681,27.68487265,2.76848731,0.22843535,0.007,0.0412,3.982301,0.1439,0.00099953,29.5,-2.226068
15,3.817775,28.683003,0.949474,0.0,0.0,0.708019,32.194102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-3.43532366,0.70801859,28.68300336,2.86830039,0.24145576,0.0075,0.0615,3.664107,0.1954,0.00099927,29.3,-1.872941
16,3.919121,29.717813,0.94734,0.0,0.0,0.69318,31.769977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-2.94467076,0.69317972,29.71781311,2.97178135,0.25415983,0.008,0.0943,3.269119,0.2386,0.00099895,29.2,-1.712382
17,4.031168,30.813148,0.949854,0.0,0.0,0.682261,31.481479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-2.57005208,0.68226101,30.81314824,3.08131487,0.26759259,0.0085,0.1251,3.540617,0.2254,0.00099856,29.3,-2.008856
18,4.137091,31.897407,0.947351,0.0,0.0,0.667878,31.052509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-2.19095052,0.66787797,31.89740704,3.18974075,0.27947257,0.009,0.1628,2.049105,0.512,0.00099813,29.4,0.010001
19,4.244905,32.978825,0.947022,0.0,0.0,0.6546,30.781268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-1.83680246,0.65460006,32.97882545,3.29788259,0.29242204,0.0095,0.2153,1.942103,0.5012,0.00099763,29.2,0.088751
20,4.347303,34.016845,0.945619,0.0,0.0,0.640404,30.521463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-1.46307896,0.64040401,34.01684519,3.40168457,0.30521463,0.01,0.2731,1.883848,0.5144,0.00099707,29.6,0.210879
21,4.292677,33.603498,0.932327,0.0,0.0,0.627981,30.434624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-1.11297317,0.62798102,33.60349819,3.36034986,0.30434623,0.01,0.3321,1.999273,0.4928,0.00099646,29.7,-0.033597
22,4.244046,33.227837,0.921263,0.0,0.0,0.617304,30.395891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-0.79356108,0.61730367,33.2278367,3.32278372,0.30395891,0.01,0.3781,1.481167,0.6235,0.00099579,29.9,1.183718
23,4.174635,32.662295,0.908405,0.0,0.0,0.603699,30.470668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-0.28206235,0.60369862,32.66229526,3.26622957,0.30470668,0.01,0.4479,1.433583,0.6367,0.00099505,31.8,1.292338
24,4.099323,32.005906,0.898732,0.0,0.0,0.590748,30.798408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,0.33000372,0.59074809,32.00590561,3.20059061,0.30798408,0.01,0.5205,1.61654,0.6139,0.00099427,35.3,1.48002
25,4.037659,31.426732,0.894986,0.0,0.0,0.581009,31.397679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,0.83443429,0.58100949,31.42673176,3.14267323,0.31397678,0.01,0.5704,1.080473,0.7302,0.00099342,34.6,2.733393
26,3.942482,30.492994,0.893183,0.0,0.0,0.570589,32.25939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,1.65861787,0.57058868,30.49299407,3.04929945,0.3225939,0.01,0.6289,0.929163,0.7746,0.00099252,35.7,4.019147
27,3.84748,29.522211,0.895259,0.0,0.0,0.560592,33.466612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,2.48009469,0.56059242,29.52221106,2.95222116,0.33466611,0.01,0.692,1.212202,0.735,0.00099155,35.5,4.277791
28,3.732372,28.375459,0.894826,0.0,0.0,0.548959,34.586758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,3.43469355,0.54895893,28.3754588,2.83754592,0.34586757,0.01,0.7369,2.396732,0.6019,0.00099053,36.0,1.288747
29,3.587091,26.97324,0.889767,0.0,0.0,0.534701,35.506663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,4.58310082,0.53470086,26.97323954,2.69732401,0.35506662,0.01,0.7905,0.793284,0.8405,0.00098946,35.9,6.400489
30,3.458105,25.737943,0.884311,0.0,0.0,0.524583,35.972788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,5.59309896,0.52458303,25.7379425,2.57379429,0.35972787,0.01,0.8368,0.80195,0.8525,0.00098832,35.7,7.389798
31,3.307114,24.351959,0.871919,0.0,0.0,0.51226,35.965879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,6.6968936,0.51225979,24.35195868,2.43519592,0.35965878,0.01,0.8659,0.629751,0.8693,0.00098713,35.6,9.001269
32,3.171592,23.116632,0.859929,0.0,0.0,0.501498,35.843032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,7.66692708,0.50149849,23.11663179,2.31166323,0.35843031,0.01,0.8927,0.623824,0.8873,0.00098588,35.9,8.900679
33,3.039316,21.920122,0.847304,0.0,0.0,0.490838,35.646567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,8.60208333,0.49083849,21.92012184,2.19201222,0.35646566,0.01,0.9134,0.658432,0.8777,0.00098458,35.7,9.29368
34,2.932789,20.957003,0.837089,0.0,0.0,0.482235,35.485425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,9.34363839,0.48223486,20.95700329,2.09570038,0.35485424,0.01,0.9214,0.421088,0.9257,0.00098321,36.3,11.999447
35,2.795575,19.752288,0.820346,0.0,0.0,0.47005,35.0296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,10.31845238,0.47004983,19.75228778,1.97522881,0.35029599,0.01,0.9402,0.412356,0.9329,0.00098179,35.8,11.794583
36,2.694811,18.866685,0.808142,0.0,0.0,0.461089,34.70539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,10.96287202,0.46108858,18.86668526,1.88666856,0.34705389,0.01,0.9464,0.233277,0.9532,0.00098032,35.4,14.570905
37,2.574532,17.817383,0.792793,0.0,0.0,0.451623,34.117046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,11.80669643,0.45162289,17.81738325,1.78173835,0.34117045,0.01,0.9631,0.29816,0.9496,0.00097879,35.0,14.621415
38,2.498433,17.165458,0.781887,0.0,0.0,0.44322,33.866674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,12.30297619,0.44321996,17.16545803,1.71654583,0.33866673,0.01,0.9618,0.248084,0.964,0.0009772,35.0,15.441255
39,2.403463,16.342803,0.769183,0.0,0.0,0.435037,33.414531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,12.94494048,0.43503736,16.34280258,1.63428029,0.3341453,0.01,0.9685,0.380657,0.9329,0.00097555,35.2,12.192655
40,2.343285,15.831592,0.760126,0.0,0.0,0.429674,33.045135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,13.3327381,0.42967433,15.83159176,1.5831592,0.33045135,0.01,0.9738,0.195774,0.97,0.00097385,34.7,17.458203
41,2.251096,15.067338,0.744362,0.0,0.0,0.419797,32.456507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,13.94858631,0.41979681,15.06733781,1.50673381,0.32456507,0.01,0.9795,0.307277,0.9508,0.0009721,35.4,13.844289
42,2.185743,14.524075,0.733336,0.0,0.0,0.412859,32.047653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,14.37522321,0.41285923,14.52407515,1.45240753,0.32047652,0.01,0.978,0.29614,0.9484,0.00097029,35.5,14.077653
43,2.149007,14.239188,0.725089,0.0,0.0,0.40785,31.723836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,14.58400298,0.40785027,14.23918846,1.42391887,0.31723835,0.01,0.9823,0.135873,0.9808,0.00096842,35.1,19.148553
44,2.070363,13.588314,0.711531,0.0,0.0,0.399861,31.167047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,15.11525298,0.39986086,13.58831444,1.35883147,0.31167046,0.01,0.9823,0.161832,0.9712,0.0009665,35.4,18.348318
45,2.038143,13.363953,0.701748,0.0,0.0,0.394734,30.70137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,15.27775298,0.39473407,13.3639532,1.33639534,0.30701369,0.01,0.9869,0.146979,0.9796,0.00096452,36.5,18.849435
46,1.977549,12.864751,0.691074,0.0,0.0,0.388785,30.228822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,15.71383929,0.38878539,12.86475147,1.28647517,0.30228821,0.01,0.9876,0.109092,0.982,0.00096249,36.1,20.870095
47,1.942187,12.607911,0.681396,0.0,0.0,0.383307,29.808887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,15.91584821,0.38330686,12.60791106,1.26079113,0.29808887,0.01,0.9874,0.098105,0.9856,0.00096041,35.7,19.959516
48,1.903277,12.31261,0.672016,0.0,0.0,0.378682,29.333477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,16.16190476,0.37868166,12.31261044,1.23126107,0.29333477,0.01,0.9868,0.153113,0.9772,0.00095827,35.6,17.791935
49,1.843795,11.820712,0.661723,0.0,0.0,0.373589,28.813391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,16.584375,0.37358941,11.82071222,1.18207124,0.28813391,0.01,0.99,0.118106,0.982,0.00095608,35.9,19.64701
50,1.821781,11.67733,0.654048,0.0,0.0,0.368997,28.505127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,16.70877976,0.3689968,11.67733019,1.16773304,0.28505127,0.01,0.9887,0.084635,0.9892,0.00095383,35.5,21.612895
51,1.781364,11.367419,0.644622,0.0,0.0,0.363359,28.126279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,16.98318452,0.36335887,11.36741895,1.13674192,0.28126279,0.01,0.9927,0.102999,0.988,0.00095154,35.5,20.222249
52,1.745111,11.082984,0.636813,0.0,0.0,0.360027,27.678573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,17.23497024,0.36002689,11.08298414,1.10829843,0.27678573,0.01,0.993,0.057701,0.9916,0.00094918,35.3,22.21696
53,1.714,10.850679,0.628933,0.0,0.0,0.355708,27.322421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,17.43169643,0.35570834,10.85067878,1.0850679,0.27322421,0.01,0.994,0.087911,0.9832,0.00094678,35.2,20.723587
54,1.692227,10.683273,0.6239,0.0,0.0,0.353529,27.037102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,17.5906994,0.35352919,10.68327269,1.06832729,0.27037101,0.01,0.9942,0.070359,0.988,0.00094432,35.1,21.721024
55,1.655583,10.409838,0.614599,0.0,0.0,0.347841,26.675888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,17.85081845,0.34784056,10.40983758,1.04098377,0.26675888,0.01,0.9942,0.061503,0.9916,0.00094181,35.2,23.095142
56,1.646253,10.352246,0.611029,0.0,0.0,0.346871,26.415759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,17.91912202,0.34687106,10.35224569,1.03522459,0.26415759,0.01,0.9946,0.083164,0.9892,0.00093925,35.5,21.432351
57,1.615903,10.127017,0.603201,0.0,0.0,0.343036,26.016475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,18.11785714,0.34303617,10.12701725,1.01270174,0.26016475,0.01,0.9958,0.109895,0.988,0.00093664,35.8,19.731541
58,1.567085,9.7122,0.595865,0.0,0.0,0.339145,25.671956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,18.49345238,0.33914527,9.71219963,0.97121998,0.25671956,0.01,0.9961,0.051112,0.9904,0.00093398,36.2,22.073771
59,1.551689,9.619748,0.589714,0.0,0.0,0.336295,25.341926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,18.58467262,0.33629461,9.61974837,0.96197485,0.25341926,0.01,0.9955,0.062312,0.988,0.00093126,36.9,22.078619
60,1.546257,9.593436,0.586914,0.0,0.0,0.335105,25.180889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,18.63958333,0.33510484,9.59343566,0.95934358,0.25180889,0.01,0.9957,0.056807,0.9904,0.0009285,37.1,23.198013
61,1.519036,9.397849,0.579251,0.0,0.0,0.331045,24.820587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,18.81205357,0.33104491,9.3978485,0.93978486,0.24820586,0.01,0.9973,0.061606,0.9892,0.00092569,37.5,23.441149
62,1.496335,9.226668,0.573668,0.0,0.0,0.327772,24.589534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,18.9953869,0.32777245,9.22666784,0.9226668,0.24589534,0.01,0.9972,0.04866,0.9928,0.00092282,37.4,24.296845
63,1.481425,9.13629,0.567796,0.0,0.0,0.325061,24.273464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,19.08497024,0.32506138,9.13628961,0.91362898,0.24273463,0.01,0.9975,0.050169,0.9916,0.00091991,37.0,23.340388
