epoch,train_loss,train_ce,train_kd,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,train_tdl,train_contrast,train_topkd,hard_ratio,avg_true_rank,train_acc,val_loss,val_acc,lr,time_s
1,0.902422,0.153654,1.223322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.265701,0.9784,2.019e-05,25.1
2,0.804373,0.267388,1.034509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.452943,0.982,4.019e-05,23.6
3,0.711179,0.498034,0.802526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.600603,0.9832,6.019e-05,23.8
4,0.676058,0.605506,0.706295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994,0.661421,0.9832,8.019e-05,22.9
5,0.657886,0.640241,0.665448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.682711,0.9832,0.0001,23.7
6,0.645295,0.647922,0.644169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.689885,0.9832,9.999e-05,23.4
7,0.635718,0.647874,0.630508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.700265,0.9808,9.996e-05,24.2
8,0.629551,0.647062,0.622047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.701893,0.982,9.991e-05,24.1
9,0.622427,0.643528,0.613383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.675375,0.9832,9.984e-05,23.2
10,0.616826,0.635899,0.608652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.682721,0.982,9.975e-05,23.2
11,0.61101,0.633269,0.601471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.688072,0.9808,9.963e-05,22.8
12,0.608519,0.63329,0.597903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.694598,0.9808,9.95e-05,23.0
13,0.605426,0.634437,0.592992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.683981,0.9784,9.935e-05,23.1
14,0.600684,0.623069,0.59109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.673969,0.9808,9.918e-05,26.4
15,0.598337,0.626287,0.586358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.667662,0.982,9.899e-05,37.8
16,0.59516,0.622384,0.583493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.685764,0.9784,9.877e-05,38.2
17,0.590959,0.616159,0.580159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.664109,0.9808,9.854e-05,38.1
18,0.590324,0.616203,0.579233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.662684,0.9796,9.829e-05,38.1
19,0.5888,0.619322,0.57572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.658393,0.982,9.802e-05,38.2
20,0.584576,0.609666,0.573823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.678787,0.982,9.773e-05,38.3
21,0.580062,0.601931,0.570689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.634484,0.9832,9.742e-05,38.1
22,0.581259,0.607318,0.57009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.62696,0.9832,9.709e-05,38.4
23,0.578811,0.60522,0.567493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994,0.634091,0.9844,9.674e-05,38.3
