global_epoch,stage,epoch,w_loss,a_loss,train_acc,val_loss,val_acc,lr,num_ops,epoch_time
1,1,1,6.851469,0.000000,0.0006,6.664671,0.0036,0.024905,12,130.2
2,1,2,6.625091,0.000000,0.0033,6.566506,0.0024,0.024623,12,130.7
3,1,3,6.337611,0.000000,0.0063,6.421715,0.0144,0.024157,12,130.8
4,1,4,5.943908,0.000000,0.0180,6.502545,0.0108,0.023516,12,130.9
5,1,5,5.544925,0.000000,0.0409,5.573529,0.0396,0.022708,12,130.9
6,1,6,5.208262,0.000000,0.0661,5.437109,0.0624,0.021748,12,130.9
7,1,7,4.858917,0.000000,0.1118,5.116669,0.1019,0.020649,12,130.7
8,1,8,4.516542,0.000000,0.1647,4.715361,0.1727,0.019430,12,130.6
9,1,9,4.171791,0.000000,0.2221,4.904925,0.1583,0.018109,12,130.8
10,1,10,3.794454,0.000000,0.3170,4.662128,0.1930,0.016708,12,130.6
11,1,11,3.458294,4.159875,0.4075,3.707112,0.4089,0.015249,12,255.0
12,1,12,3.156404,3.848387,0.5024,3.577623,0.4460,0.013753,12,255.2
13,1,13,2.904419,3.654142,0.5784,3.262819,0.5420,0.012247,12,254.4
14,1,14,2.702118,3.493054,0.6572,3.115878,0.5803,0.010751,12,255.1
15,1,15,2.510927,3.313688,0.7353,3.014111,0.6007,0.009292,12,254.8
16,1,16,2.359481,3.175602,0.7843,2.871601,0.6643,0.007891,12,254.8
17,1,17,2.230131,3.054798,0.8371,2.782979,0.6799,0.006570,12,254.4
18,1,18,2.134755,2.961719,0.8648,2.607272,0.7338,0.005351,12,255.0
19,1,19,2.031817,2.877503,0.8972,2.565813,0.7434,0.004252,12,255.1
20,1,20,1.960769,2.817430,0.9288,2.448766,0.7602,0.003292,12,255.3
21,1,21,1.924945,2.753188,0.9342,2.447450,0.7686,0.002484,12,255.4
22,1,22,1.881932,2.743484,0.9483,2.394254,0.7806,0.001843,12,255.3
23,1,23,1.859715,2.710326,0.9504,2.367967,0.7854,0.001377,12,255.0
24,1,24,1.833743,2.668305,0.9618,2.363019,0.7926,0.001095,12,255.5
25,1,25,1.821399,2.652057,0.9612,2.346618,0.7962,0.001000,12,255.0
26,2,1,6.813117,0.000000,0.0006,6.736691,0.0012,0.024905,7,103.6
27,2,2,6.733451,0.000000,0.0015,6.740193,0.0012,0.024623,7,103.6
28,2,3,6.721173,0.000000,0.0012,6.747536,0.0012,0.024157,7,103.5
29,2,4,6.708856,0.000000,0.0021,6.746296,0.0000,0.023516,7,103.6
30,2,5,6.702858,0.000000,0.0033,6.723629,0.0012,0.022708,7,103.4
31,2,6,6.635123,0.000000,0.0024,6.628269,0.0060,0.021748,7,103.5
32,2,7,6.505965,0.000000,0.0024,6.433054,0.0084,0.020649,7,103.2
33,2,8,6.307641,0.000000,0.0045,6.385541,0.0084,0.019430,7,103.4
34,2,9,6.082564,0.000000,0.0114,6.102395,0.0120,0.018109,7,103.2
35,2,10,5.828720,0.000000,0.0210,5.690760,0.0336,0.016708,7,103.1
36,2,11,5.596783,5.935481,0.0337,5.585172,0.0480,0.015249,7,202.4
37,2,12,5.374657,5.753724,0.0397,5.385642,0.0528,0.013753,7,202.6
38,2,13,5.155962,5.581241,0.0619,5.180620,0.0815,0.012247,7,202.6
39,2,14,4.966299,5.426826,0.0883,5.130115,0.0791,0.010751,7,202.5
40,2,15,4.780743,5.260323,0.1205,5.047868,0.1115,0.009292,7,202.5
41,2,16,4.533674,5.089004,0.1505,4.749942,0.1667,0.007891,7,202.6
42,2,17,4.358408,4.947305,0.1779,4.676018,0.1871,0.006570,7,202.4
43,2,18,4.140770,4.814906,0.2386,4.443813,0.2398,0.005351,7,203.0
44,2,19,3.973670,4.684354,0.2803,4.210564,0.2950,0.004252,7,202.1
45,2,20,3.793166,4.570881,0.3486,4.127995,0.3345,0.003292,7,202.1
46,2,21,3.655966,4.466830,0.3933,3.974915,0.3789,0.002484,7,202.5
47,2,22,3.531574,4.374742,0.4372,3.922049,0.3993,0.001843,7,202.8
48,2,23,3.428725,4.324002,0.4772,3.851652,0.4185,0.001377,7,202.2
49,2,24,3.356279,4.275928,0.5036,3.791408,0.4305,0.001095,7,201.8
50,2,25,3.324330,4.214435,0.5147,3.783140,0.4400,0.001000,7,200.9
51,3,1,6.769308,0.000000,0.0009,6.722561,0.0012,0.024905,4,73.5
52,3,2,6.669135,0.000000,0.0012,6.631171,0.0012,0.024623,4,73.1
53,3,3,6.571449,0.000000,0.0018,6.570009,0.0024,0.024157,4,73.2
