epoch,train_loss,train_ce,train_kd,train_center,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,train_tdl,train_contrast,train_topkd,train_tckd,train_nckd,hard_ratio,avg_true_rank,train_acc,val_loss,val_acc,lr,time_s,val_true_class_margin
95,5.899567,2.239322,3.660245,7.20458,0.04097,0.559066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996,0.399115,0.994,0.00016852,32.0,4.257729
96,5.877827,2.241708,3.63612,7.156393,0.040773,0.558848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.400904,0.9952,0.00016613,32.3,4.250644
97,5.82435,2.240591,3.583759,7.052019,0.041093,0.556949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996,0.406078,0.994,0.00016373,32.3,4.213544
98,5.81959,2.241782,3.577808,7.040258,0.040617,0.55648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.4055,0.9952,0.00016133,32.5,4.241072
99,5.795259,2.241001,3.554258,6.993247,0.040815,0.555934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40444,0.9952,0.00015893,32.1,4.261046
100,5.755341,2.239961,3.51538,6.915686,0.040786,0.55498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.393908,0.994,0.00015652,32.2,4.281349
101,5.73112,2.241334,3.489786,6.864636,0.04136,0.554003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.388045,0.994,0.00015411,32.6,4.297161
102,5.736796,2.244179,3.492616,6.870303,0.041323,0.55399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996,0.41049,0.994,0.0001517,32.2,4.202273
103,5.674332,2.235585,3.438747,6.762782,0.041408,0.552857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.399585,0.9952,0.0001493,32.3,4.261392
104,5.657998,2.244122,3.413876,6.713357,0.040791,0.551584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.380899,0.9952,0.00014689,32.4,4.326824
105,5.605058,2.236842,3.368215,6.622329,0.040525,0.55025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.391753,0.9964,0.00014448,32.4,4.300747
106,5.577967,2.239355,3.338613,6.563194,0.041132,0.549594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.391907,0.994,0.00014207,32.0,4.290077
107,5.580633,2.241102,3.339531,6.565055,0.041123,0.549474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991,0.394678,0.9952,0.00013967,32.3,4.263158
108,5.537213,2.237515,3.299698,6.485617,0.041296,0.548246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.404675,0.9952,0.00013727,32.4,4.231433
109,5.506144,2.234924,3.27122,6.428828,0.040638,0.547738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.370593,0.9952,0.00013487,32.2,4.359263
110,5.469661,2.235059,3.234602,6.355875,0.040905,0.546194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.384552,0.9952,0.00013248,32.1,4.328032
111,5.444034,2.235228,3.208806,6.304451,0.040498,0.545552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.406457,0.9952,0.00013009,32.4,4.270335
