epoch,train_loss,train_ce,train_kd,train_acc,val_loss,val_acc,lr,time_s
1,2.134155,1.661258,2.186699,0.9779,1.079136,0.94,6.058e-05,50.3
2,1.309294,2.929789,1.129239,0.8463,3.225605,0.8501,0.00012058,54.2
3,0.955568,4.216417,0.593252,0.6743,4.052429,0.8357,0.00018058,54.3
4,0.848641,4.560356,0.436228,0.7314,4.229614,0.8945,0.00024058,54.3
5,0.799762,4.647898,0.372192,0.819,4.301801,0.9209,0.0003,58.3
6,0.77446,4.658726,0.342874,0.8794,4.301181,0.9388,0.00029996,67.8
7,0.760978,4.649424,0.328928,0.9085,4.284482,0.9496,0.00029986,67.7
8,0.75122,4.627284,0.320546,0.9328,4.246631,0.9604,0.00029968,67.2
9,0.74559,4.609253,0.316294,0.9334,4.23414,0.9616,0.00029944,59.9
10,0.74032,4.594646,0.312061,0.9515,4.210879,0.9688,0.00029912,54.1
11,0.736678,4.584051,0.309193,0.9522,4.207748,0.9676,0.00029874,54.1
12,0.732915,4.565611,0.30706,0.951,4.191351,0.9676,0.00029828,54.0
13,0.729312,4.548007,0.305013,0.9569,4.170384,0.9688,0.00029776,53.9
14,0.726884,4.537326,0.303502,0.9573,4.180487,0.9628,0.00029717,54.1
15,0.725357,4.532151,0.302379,0.9587,4.16446,0.97,0.0002965,54.1
16,0.722289,4.515159,0.30086,0.9639,4.126185,0.9688,0.00029577,54.1
17,0.720797,4.507582,0.300043,0.9602,4.095063,0.9724,0.00029498,53.8
18,0.718286,4.489943,0.299214,0.9624,4.090055,0.9724,0.00029411,54.0
19,0.717117,4.483877,0.298588,0.9593,4.054285,0.9724,0.00029318,54.0
20,0.715581,4.473379,0.298048,0.9636,4.090979,0.9676,0.00029217,54.0
21,0.713358,4.452094,0.297943,0.9611,4.065104,0.97,0.00029111,53.9
22,0.713128,4.462831,0.296494,0.9587,4.037406,0.9724,0.00028997,54.1
23,0.711149,4.442826,0.296519,0.9605,4.029289,0.9724,0.00028877,54.1
24,0.709742,4.432816,0.296067,0.9612,4.026484,0.9628,0.00028751,54.1
25,0.709068,4.432514,0.295352,0.9572,4.003158,0.9688,0.00028618,54.1
26,0.708398,4.420559,0.295936,0.9606,4.047688,0.97,0.00028479,53.8
27,0.707142,4.420375,0.294561,0.9569,3.988742,0.9664,0.00028334,54.1
28,0.705055,4.400069,0.294498,0.9564,3.959595,0.9652,0.00028182,54.2
