epoch,train_loss,train_ce,train_kd,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,train_tdl,train_contrast,train_topkd,hard_ratio,avg_true_rank,train_acc,val_loss,val_acc,lr,time_s
1,0.474843,0.143096,1.248919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.220521,0.9808,2.019e-05,23.1
2,0.468281,0.14951,1.21208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.22273,0.9808,4.019e-05,21.7
3,0.460177,0.158979,1.162971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.231373,0.9796,6.019e-05,22.2
4,0.456665,0.167169,1.132155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.239395,0.9808,8.019e-05,22.8
5,0.452991,0.170503,1.112131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.235968,0.9808,0.0001,22.7
6,0.447186,0.168562,1.097309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.229604,0.9796,9.999e-05,22.1
7,0.443313,0.169176,1.082965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24292,0.9796,9.996e-05,22.5
8,0.440211,0.167561,1.076394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.236359,0.982,9.991e-05,21.7
9,0.435484,0.16622,1.063767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.228074,0.9808,9.984e-05,21.6
10,0.43137,0.161051,1.062115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.234217,0.9808,9.975e-05,22.0
11,0.427586,0.161509,1.048432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.229573,0.9796,9.963e-05,22.0
12,0.427278,0.161736,1.046874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.241691,0.9796,9.95e-05,21.5
13,0.426581,0.163844,1.039634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.245001,0.9796,9.935e-05,22.0
14,0.422845,0.15896,1.038575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.236604,0.9796,9.918e-05,22.2
15,0.421124,0.158799,1.033216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.228098,0.982,9.899e-05,26.4
16,0.419132,0.158384,1.027543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23382,0.9784,9.877e-05,36.7
17,0.415565,0.155764,1.021769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.235319,0.9796,9.854e-05,37.0
18,0.416307,0.156977,1.02141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227855,0.9784,9.829e-05,36.8
19,0.416023,0.157973,1.01814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.219985,0.9832,9.802e-05,36.6
20,0.411226,0.153949,1.01154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.235088,0.9808,9.773e-05,36.7
21,0.408367,0.151295,1.008202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.216581,0.9808,9.742e-05,36.6
22,0.411547,0.156655,1.006294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.213962,0.9832,9.709e-05,36.7
23,0.409146,0.153901,1.004719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995,0.218845,0.9832,9.674e-05,36.9
24,0.407732,0.153144,1.001772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.216922,0.9808,9.637e-05,36.6
