epoch,train_loss,train_ce,train_kd,train_relation,train_embedding,train_logit_kd,train_topk,train_margin,train_anchor,train_teacher1_kd,train_teacher2_kd,teacher2_active,train_tdl,train_contrast,train_topkd,hard_ratio,avg_true_rank,train_acc,val_loss,val_acc,lr,time_s
1,0.695041,0.149516,1.240565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.244468,0.9796,2.019e-05,23.8
2,0.65726,0.198911,1.115608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.305071,0.982,4.019e-05,22.0
3,0.624122,0.269763,0.978481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.351076,0.9808,6.019e-05,22.3
4,0.610422,0.30675,0.914095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.375824,0.9832,8.019e-05,22.3
5,0.601138,0.320407,0.88187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.381726,0.9832,0.0001,23.1
6,0.592245,0.322617,0.861873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.376712,0.982,9.999e-05,23.1
7,0.585661,0.324563,0.846759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.393089,0.9796,9.996e-05,21.9
8,0.580716,0.322647,0.838784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.385158,0.9832,9.991e-05,21.9
9,0.574746,0.321406,0.828086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.376492,0.982,9.984e-05,22.0
10,0.569572,0.314989,0.824154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.381286,0.982,9.975e-05,21.4
11,0.564512,0.3149,0.814124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.379774,0.9808,9.963e-05,22.4
12,0.563271,0.315289,0.811254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.391613,0.9796,9.95e-05,22.0
13,0.561305,0.317993,0.804616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.389705,0.9796,9.935e-05,22.6
14,0.556726,0.309759,0.803693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.378844,0.9796,9.918e-05,22.6
15,0.554532,0.311011,0.798053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.377333,0.9808,9.899e-05,30.2
16,0.552032,0.310189,0.793875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.381307,0.9784,9.877e-05,36.3
17,0.547776,0.306254,0.789297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.37615,0.9796,9.854e-05,36.6
18,0.548006,0.306647,0.789365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375275,0.9784,9.829e-05,36.7
19,0.54713,0.309374,0.784886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.367671,0.982,9.802e-05,36.4
20,0.542054,0.303268,0.780841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.382907,0.9808,9.773e-05,36.6
21,0.538043,0.298574,0.777512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.356345,0.9808,9.742e-05,36.6
22,0.540559,0.304666,0.776452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.349491,0.9832,9.709e-05,36.9
23,0.538119,0.302159,0.77408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995,0.356417,0.9832,9.674e-05,36.6
24,0.536191,0.300619,0.771763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36152,0.9796,9.637e-05,36.8
25,0.534272,0.300003,0.768541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.362046,0.9796,9.599e-05,36.7
26,0.533444,0.298815,0.768073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.362693,0.982,9.558e-05,36.5
27,0.531864,0.297446,0.766283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.351949,0.9832,9.516e-05,36.5
28,0.53166,0.298147,0.765172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.346518,0.9832,9.472e-05,36.2
29,0.530538,0.299096,0.76198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.346509,0.982,9.426e-05,36.6
30,0.527326,0.295725,0.758927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.338288,0.9832,9.378e-05,36.8
31,0.524349,0.289083,0.759615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.349366,0.9832,9.328e-05,36.5
32,0.525008,0.29632,0.753696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34792,0.982,9.277e-05,36.8
33,0.521055,0.28855,0.753561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.352831,0.982,9.224e-05,36.4
34,0.521949,0.291731,0.752166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.363617,0.982,9.169e-05,36.8
35,0.518446,0.286266,0.750626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.336494,0.9832,9.113e-05,36.2
36,0.521677,0.293287,0.750068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.343226,0.9844,9.055e-05,37.1
37,0.516354,0.284929,0.74778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.337496,0.9832,8.995e-05,37.4
38,0.516399,0.287055,0.745744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.351296,0.9832,8.933e-05,37.0
39,0.516748,0.291244,0.742252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.347915,0.9832,8.87e-05,36.8
40,0.515432,0.288412,0.742452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.341747,0.9832,8.806e-05,36.7
41,0.515707,0.289222,0.742193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.328415,0.9856,8.74e-05,36.6
42,0.513807,0.287034,0.740579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.354636,0.9832,8.672e-05,36.6
43,0.511516,0.284461,0.738571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.344911,0.9832,8.603e-05,37.0
44,0.512562,0.286965,0.738159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.325904,0.9856,8.532e-05,36.9
45,0.511136,0.284942,0.737329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995,0.334965,0.9832,8.46e-05,37.0
46,0.51133,0.286665,0.735996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32965,0.9832,8.387e-05,37.0
47,0.509795,0.286267,0.733323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.347143,0.9844,8.312e-05,36.9
48,0.508869,0.284896,0.732842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.323716,0.9832,8.236e-05,36.9
